game_id,side,id,year,region,round,high_bracket_seed,high_team_id,low_bracket_seed,low_team_id,high_bracket_score,low_bracket_score,point_diff,point_total,win
20252210a,a,2210,2025,Midwest,Second Round,5,2025 Alabama,4,2025 Maryland,108,111,-3,219,0
20212310,a,2310,2021,South,Second Round,12,2021 Belmont,4,2021 Indiana,48,70,-22,118,0
20222310,a,2310,2022,West,Second Round,12,2022 Florida Gulf Coast,4,2022 Maryland,65,89,-24,154,0
20232310,a,2310,2023,West,Second Round,12,2023 Toledo,4,2023 Tennessee,47,94,-47,141,0
20242310,a,2310,2024,East,Second Round,5,2024 Colorado,4,2024 Kansas St.,63,50,13,113,1
20252310a,a,2310,2025,East,Second Round,5,2025 Tennessee,4,2025 Ohio St.,82,67,15,149,1
20212410,a,2410,2021,Midwest,Second Round,5,2021 Iowa,4,2021 Kentucky,86,72,14,158,1
20222410,a,2410,2022,East,Second Round,5,2022 Notre Dame,4,2022 Oklahoma,108,64,44,172,1
20232410,a,2410,2023,East,Second Round,5,2023 Louisville,4,2023 Texas,73,51,22,124,1
20242410,a,2410,2024,West,Second Round,5,2024 Baylor,4,2024 Virginia Tech,75,72,3,147,1
20252410a,a,2410,2025,West,Second Round,5,2025 Kansas St.,4,2025 Kentucky,80,79,1,159,1
20233113,a,3113,2023,South,Sweet 16,1,2023 South Carolina,4,2023 UCLA,59,43,16,102,1
20243113,a,3113,2024,South,Sweet 16,1,2024 South Carolina,4,2024 Indiana,79,75,4,154,1
20223213,a,3213,2022,Midwest,Sweet 16,1,2022 Louisville,4,2022 Tennessee,76,64,12,140,1
20233213,a,3213,2023,Midwest,Sweet 16,9,2023 Miami FL,4,2023 Villanova,70,65,5,135,1
20243213,a,3213,2024,Midwest,Sweet 16,1,2024 Texas,4,2024 Gonzaga,69,47,22,116,1
20253213a,a,3213,2025,Midwest,Sweet 16,1,2025 South Carolina,4,2025 Maryland,71,67,4,138,1
20213313,a,3313,2021,South,Sweet 16,1,2021 North Carolina St.,4,2021 Indiana,70,73,-3,143,0
20223313,a,3313,2022,West,Sweet 16,1,2022 Stanford,4,2022 Maryland,72,66,6,138,1
20233313,a,3313,2023,West,Sweet 16,1,2023 Virginia Tech,4,2023 Tennessee,73,64,9,137,1
20214315,b,4315,2021,South,Elite Eight,3,2021 Arizona,4,2021 Indiana,66,53,13,119,1
20211106,b,1106,2021,East,First Round,12,2021 UC Davis,5,2021 Missouri St.,51,70,-19,121,0
20221106,b,1106,2022,South,First Round,12,2022 Stephen F. Austin,5,2022 North Carolina,66,79,-13,145,0
20231106,b,1106,2023,South,First Round,12,2023 Portland,5,2023 Oklahoma,63,85,-22,148,0
20241106,b,1106,2024,South,First Round,12,2024 Florida Gulf Coast,5,2024 Oklahoma,70,73,-3,143,0
20251106b,b,1106,2025,South,First Round,12,2025 Ball St.,5,2025 Mississippi,65,83,-18,148,0
20211206,b,1206,2021,West,First Round,12,2021 Stephen F. Austin,5,2021 Georgia Tech,52,54,-2,106,0
20221206,b,1206,2022,Midwest,First Round,12,2022 Belmont,5,2022 Oregon,73,70,3,143,1
20231206,b,1206,2023,Midwest,First Round,12,2023 Florida Gulf Coast,5,2023 Washington St.,74,63,11,137,1
20241206,b,1206,2024,Midwest,First Round,12,2024 South Dakota St.,5,2024 Utah,54,68,-14,122,0
20251206b,b,1206,2025,Midwest,First Round,12,2025 Green Bay,5,2025 Alabama,67,81,-14,148,0
20211306,b,1306,2021,South,First Round,12,2021 Belmont,5,2021 Gonzaga,64,59,5,123,1
20221306,b,1306,2022,West,First Round,12,2022 Florida Gulf Coast,5,2022 Virginia Tech,84,81,3,165,1
20231306,b,1306,2023,West,First Round,12,2023 Toledo,5,2023 Iowa St.,80,73,7,153,1
20241306,b,1306,2024,East,First Round,12,2024 Drake,5,2024 Colorado,72,86,-14,158,0
20251306b,b,1306,2025,East,First Round,12,2025 South Florida,5,2025 Tennessee,66,101,-35,167,0
20211406,b,1406,2021,Midwest,First Round,12,2021 Central Michigan,5,2021 Iowa,72,87,-15,159,0
20221406,b,1406,2022,East,First Round,12,2022 Massachusetts,5,2022 Notre Dame,78,89,-11,167,0
20231406,b,1406,2023,East,First Round,12,2023 Drake,5,2023 Louisville,81,83,-2,164,0
20241406,b,1406,2024,West,First Round,12,2024 Vanderbilt,5,2024 Baylor,63,80,-17,143,0
20251406b,b,1406,2025,West,First Round,12,2025 Fairfield,5,2025 Kansas St.,41,85,-44,126,0
20212110,b,2110,2021,East,Second Round,13,2021 Wright St.,5,2021 Missouri St.,39,64,-25,103,0
20222110,b,2110,2022,South,Second Round,4,2022 Arizona,5,2022 North Carolina,45,63,-18,108,0
20232110,b,2110,2023,South,Second Round,4,2023 UCLA,5,2023 Oklahoma,82,73,9,155,1
20242110,b,2110,2024,South,Second Round,4,2024 Indiana,5,2024 Oklahoma,75,68,7,143,1
20252110b,b,2110,2025,South,Second Round,4,2025 Baylor,5,2025 Mississippi,63,69,-6,132,0
20212210,b,2210,2021,West,Second Round,4,2021 West Virginia,5,2021 Georgia Tech,56,73,-17,129,0
20242210,b,2210,2024,Midwest,Second Round,4,2024 Gonzaga,5,2024 Utah,77,66,11,143,1
20252210b,b,2210,2025,Midwest,Second Round,4,2025 Maryland,5,2025 Alabama,111,108,3,219,1
20242310,b,2310,2024,East,Second Round,4,2024 Kansas St.,5,2024 Colorado,50,63,-13,113,0
20252310b,b,2310,2025,East,Second Round,4,2025 Ohio St.,5,2025 Tennessee,67,82,-15,149,0
20212410,b,2410,2021,Midwest,Second Round,4,2021 Kentucky,5,2021 Iowa,72,86,-14,158,0
20222410,b,2410,2022,East,Second Round,4,2022 Oklahoma,5,2022 Notre Dame,64,108,-44,172,0
20232410,b,2410,2023,East,Second Round,4,2023 Texas,5,2023 Louisville,51,73,-22,124,0
20242410,b,2410,2024,West,Second Round,4,2024 Virginia Tech,5,2024 Baylor,72,75,-3,147,0
20252410b,b,2410,2025,West,Second Round,4,2025 Kentucky,5,2025 Kansas St.,79,80,-1,159,0
20213113,a,3113,2021,East,Sweet 16,1,2021 Stanford,5,2021 Missouri St.,89,62,27,151,1
20223113,a,3113,2022,South,Sweet 16,1,2022 South Carolina,5,2022 North Carolina,69,61,8,130,1
20253113a,a,3113,2025,South,Sweet 16,1,2025 UCLA,5,2025 Mississippi,76,62,14,138,1
20213213,a,3213,2021,West,Sweet 16,1,2021 South Carolina,5,2021 Georgia Tech,76,65,11,141,1
20243313,a,3313,2024,East,Sweet 16,1,2024 Iowa,5,2024 Colorado,89,68,21,157,1
20253313a,a,3313,2025,East,Sweet 16,1,2025 Texas,5,2025 Tennessee,67,59,8,126,1
20213413,a,3413,2021,Midwest,Sweet 16,1,2021 Connecticut,5,2021 Iowa,92,72,20,164,1
20223413,a,3413,2022,East,Sweet 16,1,2022 North Carolina St.,5,2022 Notre Dame,66,63,3,129,1
20233413,a,3413,2023,East,Sweet 16,8,2023 Mississippi,5,2023 Louisville,62,72,-10,134,0
20243413,a,3413,2024,West,Sweet 16,1,2024 USC,5,2024 Baylor,74,70,4,144,1
20253413a,a,3413,2025,West,Sweet 16,1,2025 USC,5,2025 Kansas St.,67,61,6,128,1
20234415,b,4415,2023,East,Elite Eight,2,2023 Iowa,5,2023 Louisville,97,83,14,180,1
20211103,b,1103,2021,East,First Round,11,2021 South Dakota,6,2021 Oregon,47,67,-20,114,0
20221103,b,1103,2022,South,First Round,11,2022 Dayton,6,2022 Georgia,54,70,-16,124,0
20231103,b,1103,2023,South,First Round,11,2023 Mississippi St.,6,2023 Creighton,81,66,15,147,1
20241103,b,1103,2024,South,First Round,11,2024 Texas A&M,6,2024 Nebraska,59,61,-2,120,0
20251103b,b,1103,2025,South,First Round,11,2025 George Mason,6,2025 Florida St.,59,94,-35,153,0
20211203,b,1203,2021,West,First Round,11,2021 Bradley,6,2021 Texas,62,81,-19,143,0
20221203,b,1203,2022,Midwest,First Round,11,2022 Villanova,6,2022 BYU,61,57,4,118,1
20231203,b,1203,2023,Midwest,First Round,11,2023 UNLV,6,2023 Michigan,59,71,-12,130,0
20241203,b,1203,2024,Midwest,First Round,11,2024 Green Bay,6,2024 Tennessee,63,92,-29,155,0
20251203b,b,1203,2025,Midwest,First Round,11,2025 Columbia,6,2025 West Virginia,59,78,-19,137,0
20211303,b,1303,2021,South,First Round,11,2021 BYU,6,2021 Rutgers,69,66,3,135,1
20221303,b,1303,2022,West,First Round,11,2022 Missouri St.,6,2022 Ohio St.,56,63,-7,119,0
20231303,b,1303,2023,West,First Round,11,2023 St. John's,6,2023 North Carolina,59,61,-2,120,0
20241303,b,1303,2024,East,First Round,11,2024 Middle Tennessee,6,2024 Louisville,71,69,2,140,1
20251303b,b,1303,2025,East,First Round,11,2025 Michigan,6,2025 Michigan,74,80,-6,154,0
20211403,b,1403,2021,Midwest,First Round,11,2021 Florida Gulf Coast,6,2021 Michigan,66,87,-21,153,0
20221403,b,1403,2022,East,First Round,11,2022 Princeton,6,2022 Kentucky,69,62,7,131,1
20231403,b,1403,2023,East,First Round,11,2023 Middle Tennessee,6,2023 Colorado,60,82,-22,142,0
20241403,b,1403,2024,West,First Round,11,2024 Arizona,6,2024 Syracuse,69,74,-5,143,0
20251403b,b,1403,2025,West,First Round,11,2025 Murray St.,6,2025 Iowa,57,92,-35,149,0
20212111,b,2111,2021,East,Second Round,3,2021 Georgia,6,2021 Oregon,50,57,-7,107,0
20222111,b,2111,2022,South,Second Round,3,2022 Iowa St.,6,2022 Georgia,67,44,23,111,1
20242111,b,2111,2024,South,Second Round,3,2024 Oregon St.,6,2024 Nebraska,61,51,10,112,1
20252111b,b,2111,2025,South,Second Round,3,2025 LSU,6,2025 Florida St.,101,71,30,172,1
20212211,b,2211,2021,West,Second Round,3,2021 UCLA,6,2021 Texas,62,71,-9,133,0
20232211,b,2211,2023,Midwest,Second Round,3,2023 LSU,6,2023 Michigan,66,42,24,108,1
20242211,b,2211,2024,Midwest,Second Round,3,2024 North Carolina St.,6,2024 Tennessee,79,72,7,151,1
20252211b,b,2211,2025,Midwest,Second Round,3,2025 North Carolina,6,2025 West Virginia,58,47,11,105,1
20222311,b,2311,2022,West,Second Round,3,2022 LSU,6,2022 Ohio St.,64,79,-15,143,0
20232311,b,2311,2023,West,Second Round,3,2023 Ohio St.,6,2023 North Carolina,71,69,2,140,1
20252311b,b,2311,2025,East,Second Round,3,2025 Notre Dame,6,2025 Michigan,76,55,21,131,1
20212411,b,2411,2021,Midwest,Second Round,3,2021 Tennessee,6,2021 Michigan,55,70,-15,125,0
20232411,b,2411,2023,East,Second Round,3,2023 Duke,6,2023 Colorado,53,61,-8,114,0
20242411,b,2411,2024,West,Second Round,3,2024 Connecticut,6,2024 Syracuse,72,64,8,136,1
20252411b,b,2411,2025,West,Second Round,3,2025 Oklahoma,6,2025 Iowa,96,62,34,158,1
20213114,b,3114,2021,East,Sweet 16,2,2021 Louisville,6,2021 Oregon,60,42,18,102,1
20213214,b,3214,2021,West,Sweet 16,2,2021 Maryland,6,2021 Texas,61,64,-3,125,0
20223314,b,3314,2022,West,Sweet 16,2,2022 Texas,6,2022 Ohio St.,66,63,3,129,1
20213414,b,3414,2021,Midwest,Sweet 16,2,2021 Baylor,6,2021 Michigan,78,75,3,153,1
20233414,b,3414,2023,East,Sweet 16,2,2023 Iowa,6,2023 Colorado,87,77,10,164,1
20214215,a,4215,2021,West,Elite Eight,1,2021 South Carolina,6,2021 Texas,62,34,28,96,1
20211107,b,1107,2021,East,First Round,10,2021 UCF,7,2021 Northwestern,51,62,-11,113,0
20221107,b,1107,2022,South,First Round,10,2022 Creighton,7,2022 Colorado,84,74,10,158,1
