rank,team,conf,record,adjoe,oe Rank,adjde,de Rank,barthag,rank,proj. W,Proj. L,Pro Con W,Pro Con L,Con Rec.,sos,ncsos,consos,Proj. SOS,Proj. Noncon SOS,Proj. Con SOS,elite SOS,elite noncon SOS,Opp OE,Opp DE,Opp Proj. OE,Opp Proj DE,Con Adj OE,Con Adj DE,Qual O,Qual D,Qual Barthag,Qual Games,FUN,ConPF,ConPA,ConPoss,ConOE,ConDE,ConSOSRemain,Conf Win%,WAB,WAB Rk,Fun Rk,adjt
11,Louisville,ACC,27-7,118.73765120686508,7,79.30678716529712,23,0.9904471450333777,11,27.0,7.0,15.0,3.0,15-3,0.7326323232550828,0.5716622087628489,0.8082023330881555,0.7326323232550828,0.5716622087628489,0.8082023330881555,0.4922198653423471,0.6344587371978936,102.14740747140607,85.86762147973825,102.14740747140607,85.86762147973825,118.37577430356126,79.59918835154225,120.73995413928921,79.45859312664392,0.9919310886099999,19.0,0.0012458073638448308,1406.0,1124.0,1288.38,1.0912929415234636,0.8724134184014032,0.0,0.8333333333333334,8.52444374470467,10,170,69.37218749514402
12,Maryland,B10,23-8,117.41703710606603,8,79.19127563422302,22,0.9893285826757263,12,23.0,8.0,11.0,7.0,11-7,0.7085672143688468,0.3747908867672729,0.9163299241830671,0.7085672143688468,0.3747908867672729,0.9163299241830671,0.5123358849674641,0.8323950058333246,102.68545583310483,87.3189668780193,102.68545583310483,87.3189668780193,118.7087136315736,79.24132476615972,117.8457256470269,80.60612655836735,0.9874786483920518,14.0,-0.02616392479553975,1429.0,1293.0,1347.5400000000002,1.0604508957062497,0.9595262478293778,0.0,0.6111111111111112,5.8022124273246805,18,246,71.37057217264471
13,Ohio St.,B10,26-7,116.78592397059973,11,78.8734174300258,19,0.9891612573022263,13,26.0,7.0,13.0,5.0,13-5,0.7565407141181113,0.45818681472424977,0.9192334954242016,0.7565407141181113,0.45818681472424977,0.9192334954242016,0.4439557038745005,0.7312486239514322,105.47536313641112,85.31397678088956,105.47536313641112,85.31397678088956,118.85537748427522,79.32802494945516,122.70742537897341,79.51467444332918,0.993236341439759,18.0,0.08894570335888452,1452.0,1286.0,1357.9399999999998,1.0692666833586169,0.9470226961426869,0.0,0.7222222222222222,9.981072125910291,8,21,73.83767093953189
14,Oklahoma,SEC,24-7,113.42086166552411,21,76.92062857885549,11,0.9886352538772215,14,24.0,7.0,11.0,5.0,11-5,0.7204214736684605,0.41643687065461243,0.9356105900756136,0.7204214736684605,0.41643687065461243,0.9356105900756136,0.4840034579134625,0.7713446143112923,103.90259738966432,85.57491531032393,103.90259738966432,85.57491531032393,114.40459115534532,76.10368734361451,113.16950156418064,75.62854196496887,0.9903882336428496,17.0,0.04032300105510567,1276.0,1137.0,1257.74,1.0145181039006472,0.9040024170337272,0.0,0.6875,7.552164472182894,13,70,77.6299129896977
15,TCU,B12,29-5,113.50166954819097,20,77.07863834654844,13,0.9884608192442997,15,29.0,5.0,15.0,3.0,15-3,0.6917546277064951,0.4078252621898085,0.8565785322218251,0.6917546277064951,0.4078252621898085,0.8565785322218251,0.5745369255837227,0.7908757942149035,99.9304613703194,88.07107023502878,99.9304613703194,88.07107023502878,114.70745258567354,78.4803660616582,115.32616139423507,78.36915480049608,0.9883742581232945,13.0,0.0011020545672075777,1318.0,1086.0,1255.88,1.049463324521451,0.8647322992642609,0.0,0.8333333333333334,7.536765664078265,14,171,67.74237701929866
16,West Virginia,B12,27-6,111.42642476395217,28,75.82525413543866,8,0.9881876924803199,16,27.0,6.0,14.0,4.0,14-4,0.7723715318909485,0.6174219709906352,0.8442335881470606,0.7723715318909485,0.6174219709906352,0.8442335881470606,0.5152432447598847,0.6545718846172993,101.49104922006168,86.04377543139024,101.49104922006168,86.04377543139024,112.096277954944,77.31121601277532,107.14889982006385,75.02714902204626,0.9836693856135242,17.0,-0.008515377995000684,1369.0,1095.0,1297.5200000000002,1.055089709599852,0.8439176274739502,0.0,0.7777777777777778,7.891463562779028,12,192,69.90220411580006
17,Kentucky,SEC,23-10,115.15708454736264,16,78.47286512231332,17,0.9879997965435431,17,23.0,10.0,8.0,8.0,8-8,0.7405969998499576,0.47635448993204293,0.9416250490803871,0.7405969998499576,0.47635448993204293,0.9416250490803871,0.4828895809704776,0.7557386788083738,104.63879283247942,86.20251026020873,104.63879283247942,86.20251026020873,113.95419417157338,78.98948069143555,115.1953385332039,80.10856282453834,0.9848924098883481,16.0,-0.03460730458883643,1122.0,1073.0,1120.9199999999998,1.000963494272562,0.9572494022767014,0.0,0.5,5.4434796474989415,19,273,67.03283584848488
18,North Carolina,ACC,26-7,112.49806115754123,27,77.50338753962919,14,0.9864143837590248,18,26.0,7.0,14.0,4.0,14-4,0.6993628622998851,0.4913122401759461,0.8190307094296208,0.6993628622998851,0.4913122401759461,0.8190307094296208,0.5295871506408948,0.683784946555797,101.65725505098773,87.31392432438722,101.65725505098773,87.31392432438722,110.20935961943287,77.45999904090057,114.82404100545702,80.91525625859403,0.9824497782282081,13.0,0.011997526541986603,1294.0,1079.0,1263.2000000000003,1.0243825205826471,0.8541798606713108,0.0,0.7777777777777778,6.733006300489423,15,144,68.20233735909083
19,Washington,B10,21-10,112.77861644825168,24,79.09594313150396,20,0.9833703637363566,19,21.0,10.0,10.0,8.0,10-8,0.7768807005765173,0.4993541719585668,0.9227131969529749,0.7768807005765173,0.4993541719585668,0.9227131969529749,0.4642573811872074,0.8051689567633207,105.1807827380458,85.35118582633228,105.1807827380458,85.35118582633228,112.846543255576,79.60763877216795,113.68902487529084,77.95868334474196,0.9871161186628941,17.0,-0.026147841917130932,1262.0,1210.0,1257.42,1.0036423788392104,0.9622878592673887,0.0,0.5555555555555556,4.97008632774046,22,245,66.37798789998841
20,USC,B10,17-13,107.60486875685281,39,75.83161969978315,9,0.9824402684793795,20,17.0,13.0,9.0,9.0,9-9,0.814830435687785,0.6279706200418972,0.9196592159129486,0.814830435687785,0.6279706200418972,0.9196592159129486,0.39524617748304625,0.580384423839993,108.75361891969524,83.84704317677824,108.75361891969524,83.84704317677824,109.86713899992782,76.70652279693817,106.86820677294811,75.83110582379896,0.981025631673843,18.0,-0.042101786459573964,1245.0,1209.0,1278.0999999999997,0.9741021829277837,0.9459353728190285,0.0,0.5,3.786687419015182,26,288,69.56044961253185
21,Mississippi,SEC,23-11,114.31688550369759,18,80.6880638392541,31,0.9821266901158135,21,23.0,11.0,8.0,8.0,8-8,0.7275706680077393,0.46356789366554224,0.9373069294471813,0.7275706680077393,0.46356789366554224,0.9373069294471813,0.49324272518762813,0.7725826871474131,102.48807125483994,85.22828527238352,102.48807125483994,85.22828527238352,115.15488079211838,81.61139846248784,116.9602266987183,81.41559583242156,0.9847238953555146,16.0,-0.02136987240158561,1142.0,1108.0,1131.1799999999998,1.0095652327657845,0.9795081242596229,0.0,0.5,4.592610585258578,24,233,68.07118102444808
22,Michigan St.,B10,22-8,116.71900253137781,12,82.53483922584826,39,0.9817525132612005,22,22.0,8.0,11.0,7.0,11-7,0.7353951875479872,0.4093772839269134,0.9215379852117527,0.7353951875479872,0.4093772839269134,0.9215379852117527,0.4775706410974143,0.8263669599673024,105.12029752979574,87.36405728740242,105.12029752979574,87.36405728740242,117.68826793840607,85.62372134722403,117.7706957313511,82.86859757979244,0.9827417789551135,16.0,0.03756708347492688,1380.0,1342.0,1311.68,1.0520858746035617,1.0231153939985362,0.0,0.6111111111111112,6.185674638149555,16,76,70.96728397787889
23,Notre Dame,ACC,22-10,113.23429115268968,22,80.63977052364632,30,0.9802348421820155,23,22.0,10.0,12.0,6.0,12-6,0.7535484066398999,0.5904019119712864,0.8206434279184024,0.7535484066398999,0.5904019119712864,0.8206434279184024,0.4780777852146081,0.5793413784738384,103.07170029389249,86.22340279462395,103.07170029389249,86.22340279462395,115.25962119742395,84.40312799552748,113.66567465734353,80.76058472522286,0.9807420008930248,17.0,-0.014171605202296877,1389.0,1219.0,1301.8799999999999,1.0669186100101393,0.9363382185762129,0.0,0.6666666666666666,4.930659745400043,23,213,71.02117175759396
24,Tennessee,SEC,16-13,113.64990351819662,19,81.02637535354143,32,0.979983950102593,24,16.0,13.0,8.0,8.0,8-8,0.802394787586598,0.6132851510159182,0.9336257026816125,0.802394787586598,0.6132851510159182,0.9336257026816125,0.41008625290292733,0.5857054217151506,107.24232931447762,83.19794543176462,107.24232931447762,83.19794543176462,116.01517223502695,82.13149645009513,115.27514329985964,83.35798784804742,0.9765244397730758,18.0,-0.0577155051407533,1207.0,1185.0,1192.04,1.0125499144324017,0.994094157914164,0.0,0.5,2.728277964112584,34,310,73.29421215206355
25,N.C. State,ACC,20-10,112.58246531456643,26,81.3845821776541,33,0.9766093763396113,25,20.0,10.0,13.0,5.0,13-5,0.7980209385387808,0.778972452972426,0.7995386850718081,0.7980209385387808,0.778972452972426,0.7995386850718081,0.500587405998232,0.5332835293539202,103.23434907591037,85.45889940959256,103.23434907591037,85.45889940959256,116.7891484785593,81.91734517797802,112.44934414714065,81.7682880262762,0.9750119880048399,14.0,-0.054321373658695826,1430.0,1187.0,1315.8000000000002,1.0867913056695544,0.9021127830977351,0.0,0.7222222222222222,3.11694789982286,32,309,70.76458918528012
26,Nebraska,B10,18-12,116.22027879654718,14,84.50437607251936,52,0.9750317808362158,26,18.0,12.0,7.0,11.0,7-11,0.7673633416320765,0.5072112382032068,0.9172624000598978,0.7673633416320765,0.5072112382032068,0.9172624000598978,0.49400703408346247,0.8299412321297311,105.60865613760815,86.92831623863397,105.60865613760815,86.92831623863397,117.07111270138395,87.50177128290278,117.16960947560543,87.34801400180648,0.9670036634582162,14.0,-0.06841423221335163,1337.0,1362.0,1287.8000000000002,1.0382046901692807,1.05761764249107,0.0,0.3888888888888889,1.6848018214025966,41,337,70.05932287018992
27,Villanova,BE,25-7,109.42211348437876,33,79.75519620451753,27,0.974341519635222,27,25.0,7.0,16.0,4.0,16-4,0.7514389459278922,0.65911467426959,0.7772447413513061,0.7514389459278922,0.65911467426959,0.7772447413513061,0.6191394118058535,0.6717926653152861,100.57598592531507,85.71713695591924,100.57598592531507,85.71713695591924,109.94140353211343,79.41471454327811,116.99391766487204,78.59979872387103,0.9897903247571709,5.0,-0.009703997028227884,1443.0,1221.0,1424.14,1.0132430800342662,0.8573595292597638,0.0,0.8,3.1803077237551474,31,196,70.06665501049592
28,Oregon,B10,22-12,108.56366054291877,38,79.18083454364232,21,0.9741543689249599,28,22.0,12.0,8.0,10.0,8-10,0.7800229983266204,0.544071935031054,0.923760956946118,0.7800229983266204,0.544071935031054,0.923760956946118,0.4935772268985546,0.8267372772420659,104.89415369992807,85.82395914947642,104.89415369992807,85.82395914947642,108.68030993511167,80.16985175323084,105.62539788139426,79.30138527739413,0.9643050145993355,16.0,-0.024943711872247976,1302.0,1270.0,1324.3000000000002,0.9831609152004831,0.9589972060711318,0.0,0.4444444444444444,3.40698892929799,28,240,70.69974787700299
29,Alabama,SEC,23-10,109.48989394236003,31,80.42570718391255,29,0.972015784914973,29,23.0,10.0,7.0,9.0,7-9,0.740756103908558,0.46729711158423026,0.9432369803274921,0.740756103908558,0.46729711158423026,0.9432369803274921,0.49499555839505127,0.8260696446842999,103.96147289101795,84.98541791855916,103.96147289101795,84.98541791855916,111.41092854424782,82.33212215134633,112.77738670724858,81.69561080246551,0.9760554591327331,16.0,0.05450757945612561,1063.0,1125.0,1112.08,0.955866484425581,1.011617869218042,0.0,0.4375,5.149801506092173,21,47,66.91993609134744
30,Texas Tech,B12,25-7,107.1387026392735,43,78.7747199821716,18,0.9717119430585596,30,25.0,7.0,12.0,6.0,12-6,0.7158366065116138,0.5161966699226511,0.8491153566393176,0.7158366065116138,0.5161966699226511,0.8491153566393176,0.6193582192400107,0.8517945956457331,99.13275718331654,87.44522515892456,99.13275718331654,87.44522515892456,110.13025007411416,81.78837094485559,113.81266106036935,81.44830755350934,0.9791172919478873,10.0,-0.018137655894790328,1248.0,1131.0,1243.54,1.0035865352139859,0.9095002975376747,0.0,0.6666666666666666,3.1989008272955806,30,227,68.55771858189799
31,Illinois,B10,21-11,115.19631987903418,15,84.88212595210638,57,0.9710217694313694,31,21.0,11.0,9.0,9.0,9-9,0.7477589814477844,0.43782441023667273,0.9045247247605981,0.7477589814477844,0.43782441023667273,0.9045247247605981,0.497360013576451,0.841675246394993,104.33015985311837,88.12975248389077,104.33015985311837,88.12975248389077,118.88873509200137,86.00274652180093,115.91746897197733,85.94550873637256,0.9689434752924946,13.0,-0.001835334687711132,1376.0,1305.0,1280.4199999999996,1.074647381328002,1.0191968260414555,0.0,0.5,3.3825617940327137,29,177,69.29636851907395
32,Georgia,SEC,22-9,108.88336475475379,36,80.24017215496679,28,0.9709824951907624,32,22.0,9.0,8.0,8.0,8-8,0.6652621029719872,0.321929104159192,0.9455073710850705,0.6652621029719872,0.321929104159192,0.9455073710850705,0.5383914581984005,0.8824581954330382,100.46365587027411,87.24619113382998,100.46365587027411,87.24619113382998,108.0343821838721,79.31134407307916,108.50848322279398,80.57592094986133,0.9684073323060687,14.0,0.023194897081752153,1082.0,1107.0,1152.6399999999999,0.9387146029983343,0.9604039422543033,0.0,0.5,3.8220655335291585,25,113,68.32251342390747
33,Oklahoma St.,B12,23-9,113.0773399769972,23,84.24368961617239,51,0.9672362782999469,33,23.0,9.0,12.0,6.0,12-6,0.6751491621231224,0.37982241397026745,0.8752746403587206,0.6751491621231224,0.37982241397026745,0.8752746403587206,0.5875478042878106,0.8173195799492832,98.63984787258092,88.59934769250198,98.63984787258092,88.59934769250198,112.78492639452676,82.1719162978174,111.41133959477717,85.97891089345153,0.9516605912336213,12.0,-0.03185477232798317,1314.0,1177.0,1275.5600000000004,1.030135783499012,0.9227319765436355,0.0,0.6666666666666666,2.246014500190148,36,267,69.46806380376115
34,Iowa St.,B12,22-9,117.06797535753896,9,87.37961947701065,86,0.9665495025720625,34,22.0,9.0,10.0,8.0,10-8,0.6901819333135362,0.40873347574417046,0.8643210089651129,0.6901819333135362,0.40873347574417046,0.8643210089651129,0.590475621886404,0.8117302043223958,99.00005332668732,88.1051085673526,99.00005332668732,88.1051085673526,115.18703312376495,88.09880974392945,119.50295016829516,89.62059246806444,0.9647428516493137,12.0,-0.03952900243031454,1371.0,1311.0,1318.26,1.0400072823267035,0.9944927404305676,0.0,0.5555555555555556,1.855415278305368,39,282,71.41227187413317
35,Baylor,B12,24-8,104.29766626958167,57,78.37211685316497,16,0.9639620338211103,35,24.0,8.0,13.0,5.0,13-5,0.7339181091583604,0.5469465412146604,0.8563112791711531,0.7339181091583604,0.5469465412146604,0.8563112791711531,0.5332055725892156,0.6822260701180617,100.81836866163385,86.23608865557568,100.81836866163385,86.23608865557568,106.45057106682088,79.04928994510657,98.74781114940554,76.54707240975013,0.9492436438433847,13.0,0.0771298903566826,1255.0,1148.0,1293.62,0.9701457924274517,0.8874321670969837,0.0,0.7222222222222222,5.165967609588581,20,25,70.12297344990371
36,Colorado,B12,22-11,104.96838030454455,52,79.35364597931044,24,0.9614714321609799,36,22.0,11.0,11.0,7.0,11-7,0.7686549387286006,0.5735111629720776,0.8669650667693918,0.7686549387286006,0.5735111629720776,0.8669650667693918,0.55423957093343,0.7800716983486381,101.00714159520416,86.07438608401888,101.00714159520416,86.07438608401888,106.71960109507629,82.43270125113665,105.83434461988155,76.71137166496757,0.9758962523668255,14.0,-0.03901118190352537,1228.0,1165.0,1265.96,0.9700148503902176,0.9202502448734556,0.0,0.6111111111111112,1.5909170851451637,42,280,67.77579023317479
37,Virginia Tech,ACC,23-9,104.71794107901661,53,79.62615633812496,25,0.958915418859515,37,23.0,9.0,12.0,6.0,12-6,0.6739574123011873,0.414105739550276,0.8179092610997514,0.6739574123011873,0.414105739550276,0.8179092610997514,0.5816704238093019,0.8083425564810393,98.45106177535749,88.49210486383005,98.45106177535749,88.49210486383005,107.03489710640802,79.84108021843437,107.48903154250783,80.89916447679177,0.963319191088821,13.0,0.01061634072515627,1280.0,1164.0,1298.2000000000003,0.9859805885071635,0.8966260976737018,0.0,0.6666666666666666,2.5551102589954064,35,148,71.10620743884638
38,Florida,SEC,18-15,108.57392169423385,37,83.74992352581573,44,0.951908060850666,38,18.0,15.0,5.0,11.0,5-11,0.6957899367828986,0.41533266699442634,0.9251043281130495,0.6957899367828986,0.41533266699442634,0.9251043281130495,0.549036368723756,0.8597871130225426,101.59411153837367,86.47727492007205,101.59411153837367,86.47727492007205,112.64258680297077,85.59957172248188,113.74647704101504,82.49874840185035,0.9757235625932613,14.0,-0.08424064242240747,1100.0,1181.0,1140.1799999999998,0.9647599501833045,1.0358013646968025,0.0,0.3125,-1.564404775444869,58,347,69.97851703275481
39,Syracuse,ACC,23-8,106.0768483844125,48,82.08321219944406,36,0.9502137660182056,39,23.0,8.0,12.0,6.0,12-6,0.6493151647274734,0.3645286988574433,0.7889750510189888,0.6493151647274734,0.3645286988574433,0.7889750510189888,0.6047913479708913,0.8328162439732201,98.93436754009166,88.7166375435772,98.93436754009166,88.7166375435772,109.0656351243966,84.48791207600463,103.59952289655457,83.78179988882673,0.9199482889129923,11.0,0.05251786909774381,1340.0,1236.0,1316.36,1.0179586131453402,0.9389528700355526,0.0,0.6666666666666666,2.7585636631623864,33,50,70.917508374554
40,Virginia,ACC,19-11,110.58305366822344,29,86.54387114193,74,0.9436847599473949,40,19.0,11.0,11.0,7.0,11-7,0.6513184426557284,0.349816117585965,0.8205300363810578,0.6513184426557284,0.349816117585965,0.8205300363810578,0.5878513668123185,0.8192566397849235,99.0048254470942,88.13498466392507,99.0048254470942,88.13498466392507,112.35113475319172,86.58139909697319,111.35871097691083,88.08544159877466,0.9368001196056203,13.0,-0.029352259935636837,1340.0,1259.0,1307.0000000000002,1.0252486610558529,0.9632746748278499,0.0,0.6111111111111112,-0.17907598481853398,50,258,67.20173362518774
41,Stanford,ACC,19-13,103.81978165153788,60,81.62934168391018,34,0.9407760517476923,41,19.0,13.0,8.0,10.0,8-10,0.7219871721570024,0.5749140759722385,0.8195772083819255,0.7219871721570024,0.5749140759722385,0.8195772083819255,0.5612548818858902,0.7010286461150321,101.21338125125257,87.78985334457654,101.21338125125257,87.78985334457654,105.16469873646446,83.11100043738365,102.2962344076916,80.78503556111566,0.9379020683710061,12.0,-0.04868343967747335,1228.0,1212.0,1281.4,0.958326830029655,0.9458404869673793,0.0,0.4444444444444444,-0.9225679055935387,56,303,68.47345805634923
42,Mississippi St.,SEC,18-13,106.58486605368081,45,83.80376308519364,45,0.9407734052388997,42,18.0,13.0,5.0,11.0,5-11,0.672816922268546,0.3465477424775004,0.9408592584246754,0.672816922268546,0.3465477424775004,0.9408592584246754,0.5452789771426759,0.8839295339522577,101.53920649243963,87.53536228438355,101.53920649243963,87.53536228438355,108.03880764668584,86.17249875107976,105.23747771552254,85.24968769834555,0.9185122781424578,15.0,-0.02061582297085851,1090.0,1242.0,1175.5600000000002,0.9272176664738506,1.0565177447344243,0.0,0.3125,-0.2023761466230583,51,232,70.70298467281805
43,James Madison,SB,26-8,104.39271342177598,56,82.51460274532835,38,0.9372988785498743,43,26.0,8.0,14.0,4.0,14-4,0.572880544880442,0.6639029435750595,0.4883354830122555,0.572880544880442,0.6639029435750595,0.4883354830122555,0.7686562652636899,0.6442449439226077,95.95406183421964,91.38876587573384,95.95406183421964,91.38876587573384,104.82181536748739,86.07898825464206,101.27290172165169,84.87918927430793,0.8839915187137717,4.0,-0.05945294445393623,1379.0,1096.0,1283.5799999999997,1.0743389582262113,0.8538618551239504,0.0,0.7777777777777778,-1.7626351304227634,61,316,69.45321993481978
44,Richmond,A10,26-7,109.29844634284515,34,86.8073663283457,76,0.9339797358238191,44,26.0,7.0,15.0,3.0,15-3,0.5805103364524117,0.609950310810593,0.5433962395248635,0.5805103364524117,0.609950310810593,0.5433962395248635,0.749340349285831,0.6880173126969923,94.4098042936518,89.43972543310912,94.4098042936518,89.43972543310912,111.76460444250836,88.0953519824012,102.02928876897218,87.27137110940207,0.8577504886919152,2.0,-0.014310491480505338,1340.0,1026.0,1203.56,1.1133636877264117,0.8524710026920137,0.0,0.8333333333333334,-0.39718889371563365,52,214,65.82952184544997
45,Arizona St.,B12,24-10,98.44407287814602,90,78.28738887915236,15,0.9330600623509271,45,24.0,10.0,9.0,9.0,9-9,0.733754476971679,0.5309888772603506,0.854875682667213,0.733754476971679,0.5309888772603506,0.854875682667213,0.5862059016565523,0.7977934148167288,100.60408229775584,87.4277026639087,100.60408229775584,87.4277026639087,101.047447301646,80.60779923621409,103.25093146753102,79.7317188976343,0.9513249830392024,10.0,0.05452515519339207,1174.0,1165.0,1278.3400000000001,0.9183785221459079,0.9113381416524554,0.0,0.5,1.8879100649382603,38,46,68.4956717796215
46,Indiana,B10,18-14,109.66195650594119,30,87.47268460563178,89,0.9308534276499104,46,18.0,14.0,6.0,12.0,6-12,0.762443719955605,0.4952503205708701,0.9161667863103593,0.762443719955605,0.4952503205708701,0.9161667863103593,0.49001385820071414,0.8178117065378151,105.07394472205779,86.71109002160475,105.07394472205779,86.71109002160475,110.1236723779701,88.09794694037016,109.66268675947398,89.68547805004872,0.9099195931564715,15.0,0.024243548536543535,1229.0,1355.0,1264.58,0.9718641762482406,1.0715020006642522,0.0,0.3333333333333333,0.6663711892641254,45,107,68.43200502855177
