torvik_id,year,rank,team,conf,games,record,adj_oe,adj_de,barthag,efg_pct,efgd_pct,tor,tord,orb_pct,drb_pct,ftr,ftrd,2p_pct,2pd_pct,3p_pct,3pd_pct,3pr,3prd,adj_tempo,wab
2023 Tulsa,2023,111,Tulsa,Amer,30,17–13,99.7,92.8,0.6956,49.7,41.7,21,18.3,25.3,32.7,25.4,26.5,49.5,41.1,33.2,28.8,50,30.2,71,-7.5
2023 George Washington,2023,147,George Washington,A10,30,17–13,95.4,93.6,0.5531,44.3,45.5,20.6,22.5,34.8,30.3,21.7,30.1,40.9,45.4,32.9,30.3,39.8,35.5,68.1,-9.2
2023 La Salle,2023,156,La Salle,A10,30,17–13,88.8,88,0.5257,43.9,42.5,24,25,30.8,34.9,25.4,29.5,44.2,43.2,29,27.4,44.5,31.3,71.6,-9
2023 IU Indy,2023,190,IU Indy,Horz,30,17–13,98.9,101.9,0.4165,50.6,49.2,20.6,18.7,26.7,27.9,30.1,27,49.4,50.1,34.8,31.6,41.8,33.1,71.7,-9.4
2023 Sacred Heart,2023,264,Sacred Heart,NEC,30,17–13,82.3,93,0.1979,42.4,44.3,22.3,27.5,32.7,29.4,29.6,32.3,43.3,42.7,27,31.6,32.3,34.1,71.2,-12.1
2024 Southern Miss,2024,133,Southern Miss,SB,30,17–13,92.6,88.9,0.6145,45.4,43.2,23.9,23.1,34.4,31.7,27.2,27.6,45.9,43.1,29.2,28.9,23.1,35.8,69.4,-9.8
2024 Louisiana Monroe,2024,140,Louisiana Monroe,SB,30,17–13,96.5,94.1,0.5714,46.1,43.3,18.6,21.2,27.3,33.1,28.7,31.7,45,44.1,32,27.8,37.6,34.3,72.2,-9.5
2024 UAB,2024,156,UAB,Amer,30,17–13,101.2,100.4,0.5208,49.3,46.8,19.6,19.3,27.8,33.5,28.7,22.9,46.4,47.2,35.7,30.4,39.3,25.7,70.6,-9.6
2024 Cal Poly,2024,179,Cal Poly,BW,30,17–13,88.9,91.1,0.4291,46.5,45.2,28,25.6,34.2,29.2,30.3,35.7,44.7,43.5,33.8,32.2,29.2,34,68.5,-9
2024 Colgate,2024,222,Colgate,Pat,30,17–13,90,96.8,0.3025,46.1,44.6,20.8,20.9,30.7,26,29.9,26.7,44.8,46.4,33.9,25.2,21,21,65.4,-11.7
2025 Idaho,2025,149,Idaho,BSky,30,18-12,90.1,88.5,0.5533,43.7,41.4,20.9,19.8,31.2,25.2,22.4,23.6,43.4,38.8,29.6,31.1,33.4,33.2,69.6,-9.3
2025 Eastern Illinois,2025,158,Eastern Illinois,OVC,30,18-12,88.3,87.5,0.5245,45.3,43.9,25.1,24.2,33,30.1,25.7,29.8,46.9,42.4,27.4,31.5,27.9,29.8,67.2,-7.3
2022 Missouri,2022,53,Missouri,SEC,30,18–12,108.6,90.5,0.8915,52.3,46.5,21.3,18.1,27.2,28.5,27.8,22.8,49.1,44.9,38.5,33.1,36.9,33.2,66.9,0.22
2022 Stetson,2022,156,Stetson,ASun,30,18–12,85.9,84.9,0.5355,43.6,43,24.7,24.4,30,26.3,31,27.5,44.2,44,28.3,27.6,30,40.4,70.1,-7
2023 Syracuse,2023,55,Syracuse,ACC,30,18–12,107.4,88.6,0.9014,46.3,46.1,20.5,23.6,35.6,31.9,26.8,22.7,45.6,47.3,32.1,28.9,28.4,28.5,74.3,-1
2023 Louisiana Tech,2023,120,Louisiana Tech,CUSA,30,18–12,95.9,90.4,0.6633,48.4,44.1,21.9,22.1,26.5,31,34.6,24.8,47.2,43.2,34.3,30.7,27.7,31.6,66.4,-8.5
2023 Duquesne,2023,137,Duquesne,A10,30,18–12,97,93.9,0.5942,47.7,43,19.5,17.6,28.9,29.7,27.8,22.1,45.9,38.8,33.5,32.9,40.9,39.8,69.8,-9.1
2023 Chattanooga,2023,149,Chattanooga,SC,30,18–12,89.4,88,0.545,47.2,43.6,22.3,20.3,23.7,23,30.1,25.5,46.7,42.4,32,31.2,34.2,27.7,64.6,-8.9
2023 Niagara,2023,256,Niagara,MAAC,30,18–12,82.3,91.8,0.2215,39.4,49.8,24.1,36.5,39.2,33.6,28.3,41.3,39.6,49.3,25.8,34,25.8,32.4,77.8,-10.9
2024 Villanova,2024,41,Villanova,BE,30,18–12,106.5,83.1,0.9453,45.1,44.7,16.3,23.4,32.4,32.7,18.6,23.7,46,42.9,28.8,32.9,32.6,27.8,66,-1.3
2024 South Dakota,2024,150,South Dakota,Sum,30,18–12,95.3,94.4,0.5274,49.2,45.7,23.1,18.2,31.3,27.7,33,24.3,49.9,46.9,32.3,29.1,43.3,35.9,67.9,-7.9
2024 Siena,2024,192,Siena,MAAC,30,18–12,91.5,95.2,0.3877,47.6,44.8,23.5,28.2,33.5,35.8,22.8,28.4,47.3,43.3,32,31.8,35.5,33.6,73.4,-10.3
2024 Manhattan,2024,252,Manhattan,MAAC,30,18–12,85.2,95.4,0.214,44.3,43.8,24.8,23.4,31.6,30.6,24.3,20.9,44,40.9,29.8,33.2,32.9,32.7,65.3,-10.6
2022 Oregon,2022,13,Oregon,P12,30,19–11,111.3,81.3,0.9739,48.9,41.8,19.2,21.4,34.5,29.9,26.9,28.9,48.1,40.2,33.7,29.8,31.6,36.4,68.2,4.2
2022 Kentucky,2022,33,Kentucky,SEC,30,19–11,108.7,84.2,0.9494,48,45.2,19.4,23.3,34.2,34.1,25.5,23.7,47,43.1,33.7,34.2,27.5,25.5,70.8,3.3
2022 Boston College,2022,44,Boston College,ACC,30,19–11,103.8,84.7,0.9127,50.1,45.8,25.7,24.8,36.7,33.1,28.9,27.3,50,46,33.5,30.2,30,28.2,73.1,0.6
2022 Louisiana Tech,2022,117,Louisiana Tech,CUSA,30,19–11,95.3,89.9,0.6606,45.7,45.4,20.8,25.3,28.7,30.5,33.9,24.9,45.6,44,30.8,32.1,21.8,33.8,68,-6.3
2022 Colorado St.,2022,120,Colorado St.,MWC,30,19–11,96.7,91.6,0.6499,48,43.1,14,15.4,19.2,25.9,24,18.3,45.7,40.8,34.9,31.8,35.2,34.1,69.1,-6.7
2022 Fairleigh Dickinson,2022,241,Fairleigh Dickinson,NEC,30,19–11,85.5,93.2,0.272,44.9,41,21.8,20.6,30.4,26.9,29,23.4,43.6,40.9,31.6,27.4,32.6,26.7,66.2,-9.7
2023 Kansas,2023,29,Kansas,B12,30,19–11,107.2,81.3,0.9599,48.2,42.9,21.8,20.1,34,27,29.9,24.7,48.3,40.2,31.8,31.9,29.1,35.7,70.8,0.6
2023 West Virginia,2023,50,West Virginia,B12,30,19–11,97.8,78.8,0.923,44.6,44.5,18.8,27.3,26.8,31.3,25.8,27.2,45.8,46.3,28.3,27.5,37.6,35.3,70.4,1.4
2023 Montana St.,2023,129,Montana St.,BSky,30,19–11,95.5,91.1,0.6339,44.7,45.6,19.4,23.2,30.4,30.4,30.5,27.8,43.9,42.5,31.2,33.4,28.8,41.4,71.3,-7.3
2024 TCU,2024,46,TCU,B12,30,19–11,108.1,85.8,0.9344,51.2,41.7,20.8,17.8,31.5,29.3,26.2,24.2,48.7,41.3,36.1,28.3,45.1,33.3,66.6,-1.1
2024 Murray St.,2024,108,Murray St.,MVC,30,19–11,105.6,97.2,0.7223,51,49.4,19.5,20.9,33.3,27.2,30.1,26.2,52.6,48.9,32.2,33.7,36.6,30,77.5,-6.9
2024 Colorado St.,2024,109,Colorado St.,MWC,30,19–11,97.2,89.5,0.72,50.9,42.6,13.5,18.9,10.8,27.4,20.1,21.3,49.2,41,35.6,30.3,39.9,36.1,68.8,-7.2
2024 Troy,2024,123,Troy,SB,30,19–11,99.9,94.2,0.6618,44.7,46,17.9,20.6,38.1,28.5,26.6,26.9,45.5,45.2,28.1,31.6,22.7,33.8,79.7,-7.3
2024 North Dakota St.,2024,126,North Dakota St.,Sum,30,19–11,100.4,95.2,0.6473,50.5,48.2,22,22.2,35.6,30,33.6,34.5,48.3,47.8,36.7,32.8,32.7,26.6,70.1,-6.6
2024 Central Arkansas,2024,160,Central Arkansas,ASun,30,19–11,91.6,91.3,0.5073,48.1,42.2,21.9,20.4,27.6,28.4,27.4,30.8,48.3,41.7,31.7,28.8,34.4,31.4,68,-7.9
2024 FIU,2024,176,FIU,CUSA,30,19–11,91.6,93.6,0.4394,45.8,45.4,24.5,25,34.3,31.4,33.7,34.6,45.6,45.8,30.8,29.7,32.8,31.8,72.5,-8.4
2024 Eastern Kentucky,2024,187,Eastern Kentucky,ASun,30,19–11,90.7,94,0.3978,44.7,46.4,21.1,23.9,31.9,27.1,32.9,33.3,43.6,45.9,31.8,31.7,27.9,31.1,73,-7.9
2023 Navy,2023,352,Navy,Pat,30,1–29,76.3,105.1,0.0246,40.7,47.6,25.6,17,27.7,27.2,17,32.9,39.8,47,28.4,32.5,33.2,31.1,69.9,-27.8
2023 Mississippi St.,2023,31,Mississippi St.,SEC,30,20–10,106.1,80.6,0.9594,49.9,40.9,22.6,23.9,33.6,30.3,30.5,25.5,48.7,40.8,35.4,27.3,27.6,36.6,70.2,0.5
2023 Alabama,2023,33,Alabama,SEC,30,20–10,108.8,82.8,0.9585,51.7,43.4,22.6,25.1,32.3,31.6,26.4,28.4,48,42.5,38,30.5,41,27.6,68.5,1.2
2023 Memphis,2023,81,Memphis,Amer,30,20–10,97.5,85.3,0.8246,42.3,42.3,20.6,22.9,40.3,28.5,34.4,30.3,41.3,42.7,29.9,27.6,27,28.9,68.9,-3.1
2023 Saint Joseph's,2023,92,Saint Joseph's,A10,30,20–10,99.1,89.1,0.7721,48.5,43.7,19.5,21.1,29.3,29.7,27.3,21.3,48.4,41.8,32.5,31.8,32.7,31.7,66.6,-6.1
2023 Richmond,2023,95,Richmond,A10,30,20–10,96.5,87.5,0.7565,51.6,42.6,21.9,20.5,24.4,28.5,26.5,20.3,51,41.8,35,29.1,41.2,40.5,69.8,-5.8
2023 Wyoming,2023,105,Wyoming,MWC,30,20–10,100.4,92.8,0.7121,50.6,44.9,21.5,17.9,30.4,22.7,27.2,25.5,51.3,42.7,32.8,33.6,34.5,28.4,63.6,-5.5
2024 Utah,2024,16,Utah,P12,30,20–10,116.2,82.4,0.9812,54.9,47.1,20.1,22.3,32.4,23.7,21.9,19.9,56.2,45.9,35.7,33.4,47.2,29.7,69.6,4.6
2024 Hawaii,2024,139,Hawaii,BW,30,20–10,91.8,89.1,0.5839,46,40.8,22.9,20.8,25.9,30.3,30.8,24.2,44.9,41.1,31.6,26.9,44.3,35.8,65.4,-6.4
2023 Arizona,2023,30,Arizona,P12,30,21–9,108.6,82.5,0.9596,48.1,45.9,17,25.5,31.7,31.1,29.5,31.7,47.1,46,34,30.4,25.9,31,71.2,3.5
2023 USC,2023,35,USC,P12,30,21–9,97.9,74.8,0.9566,43.4,39.2,22.2,25,35.8,32.6,31.3,20.5,40.6,38.5,32.9,27.3,32.1,27.7,67.2,2.6
2023 Jackson St.,2023,114,Jackson St.,SWAC,30,21–9,95.1,89,0.6815,45.5,38.7,21.6,19.8,37.9,28.8,41.1,29.1,44.2,36.6,32.9,28.7,24.1,33,70.5,-3.5
2023 Drexel,2023,130,Drexel,CAA,30,21–9,99.5,95,0.6316,49.7,46.5,18.4,26,30.9,32.8,25.3,27.9,50,44,32.5,34.4,26.4,33.3,64.4,-7.5
2023 Southern Utah,2023,134,Southern Utah,WAC,30,21–9,93.9,90.7,0.5994,47.5,42.8,23.9,15.4,31.7,27.6,29.8,24.6,49,42.2,29.1,29.3,28.2,32.7,70,-4.1
2023 Quinnipiac,2023,148,Quinnipiac,MAAC,30,21–9,86.3,84.8,0.5476,45.6,38.6,25.3,23.8,33.4,29.5,32.1,25.1,45.9,36.9,29.9,27.9,30.2,34.4,68.5,-6.4
2023 East Tennessee St.,2023,184,East Tennessee St.,SC,30,21–9,91.7,93.9,0.4315,44.1,43.6,20.6,22.1,36.8,30.8,24.5,25.7,43.2,41.7,30.5,31.5,33.9,34.7,64.8,-6.8
2024 Montana,2024,115,Montana,BSky,30,21–9,103.8,96.4,0.7005,51.7,46.4,19.7,17.5,30.3,23.9,22.7,21.7,47.1,44.4,37.8,33.7,48,31.8,68.6,-6.2
2024 Old Dominion,2024,120,Old Dominion,SB,30,21–9,88.9,83.3,0.6783,41.7,42.9,22.8,28.5,35.4,30.4,30.7,40.9,41.5,44.1,28,27.1,31.5,33.3,70.5,-5.4
2025 Lamar,2025,128,Lamar,Slnd,30,22-8,95,89.6,0.6612,46.1,43.5,22.2,26.8,36.8,28.5,29.3,30.6,45.5,41.5,32.4,32.1,21.9,28.7,65.6,-4.9
2022 Indiana,2022,12,Indiana,B10,30,22–8,106.7,77.6,0.975,49.1,44.1,18.4,21.5,27.5,26.3,31.1,22.2,48.9,43.9,33.1,29.8,25.4,26.5,69.6,6.1
2022 Notre Dame,2022,23,Notre Dame,ACC,30,22–8,107.1,80.5,0.9638,49.1,44.2,20.7,23.2,33.2,28.1,23.8,17.8,49.5,42.4,31.9,31.8,27.6,33.7,71.7,5.8
2022 Colorado,2022,24,Colorado,P12,30,22–8,103.1,77.8,0.9623,46.2,43.4,21.2,27.3,33.5,30.5,30.8,25.8,46.6,42.8,30.3,29.7,33.2,36.2,67,4.3
2022 Troy,2022,125,Troy,SB,30,22–8,91,86.6,0.638,40.9,41.4,20.6,23.6,38.1,28.3,32.3,28.9,41.6,42.4,26.2,26.4,27.1,33.2,80.7,-3.5
2023 Creighton,2023,18,Creighton,BE,30,22–8,113.5,83.4,0.972,52.8,44.5,17.6,18.9,27.3,25.5,19.9,24.2,51.3,45.6,36.5,28,43.5,30.1,66.7,4.1
2023 St. John's,2023,54,St. John's,BE,30,22–8,106.8,87.1,0.9126,49.4,43.9,21.6,20.2,32.9,32.7,28,21.2,47.6,44.1,35.6,28.8,31.8,29.3,64.9,1.4
2023 Rice,2023,96,Rice,CUSA,30,22–8,102,92.4,0.756,49.8,45.7,23.2,23.2,34.1,30.5,35.7,36.9,50.3,47,32.5,28.3,33,28.2,70.3,-4.3
2023 Liberty,2023,124,Liberty,ASun,30,22–8,102.7,97,0.6562,51,43.6,21.6,18.7,36.4,29.8,26.1,32.6,51.2,39.7,33.7,34.5,33.2,32,66.1,-3.7
2024 Michigan St.,2024,20,Michigan St.,B10,30,22–8,116.8,85,0.9748,55.7,48.7,15.9,24.7,26.5,26.3,28.9,25.6,55.5,47.7,37.3,33.8,39,32.2,72.7,2.4
2024 Santa Clara,2024,72,Santa Clara,WCC,30,22–8,105,91.2,0.8355,50,45.9,20.7,22.6,33.5,29,25,25.8,47.2,46,36.3,30.5,38.6,31.9,66.4,-2.9
2024 North Texas,2024,98,North Texas,Amer,30,22–8,99.5,90.2,0.7556,50.3,42.7,23.1,21.9,33.3,31.4,39.4,23.9,51.7,44.3,31,26.6,26.2,35.7,71.7,-4.5
2022 Iowa,2022,15,Iowa,B10,30,23–7,119,87.5,0.9716,56.4,44.7,19.7,18.6,27.9,29.1,29.4,24.8,58.4,44,35.1,30.6,34,34.5,75.2,6.6
2022 Missouri St.,2022,43,Missouri St.,MVC,30,23–7,95.4,77.7,0.9137,40.3,40.8,19.3,25.7,37.6,26,31.2,32.4,40.3,40.3,26.8,27.9,25.2,29.6,69.1,0.6
2022 Middle Tennessee,2022,61,Middle Tennessee,CUSA,30,23–7,99.2,83.8,0.8746,48.3,41.7,19.1,25.9,29,28.9,21.7,33.8,47.2,42.8,33,26.2,49.3,30.7,68,-2.7
2022 Delaware,2022,110,Delaware,CAA,30,23–7,96.8,90.3,0.6902,42.6,42.8,18.6,21.8,40.1,28.7,29.5,25.5,42.1,42.5,29.4,29.1,23.5,27.1,73.1,-2.7
2024 Syracuse,2024,51,Syracuse,ACC,30,23–7,108.5,87.4,0.9231,46.9,44.4,20.4,22.9,40.5,34,26.1,23.3,46.3,44.9,32.1,28.9,32.5,30.1,70.6,4
2023 Stephen F. Austin,2023,78,Stephen F. Austin,WAC,30,24–6,101.1,87.9,0.8329,52.2,42.3,22.6,25.8,37.1,32.3,38.7,30.1,53.4,41.4,33.2,29.6,33.7,30.6,69.7,-3.5
2023 Rhode Island,2023,80,Rhode Island,A10,30,24–6,97.2,84.9,0.825,49.1,40.7,23.4,22.6,36.1,27.2,26,23.8,46.9,41.2,35.2,26.5,38,33,68.7,-1.9
2023 Vermont,2023,157,Vermont,AE,30,24–6,91,90.2,0.5243,48.5,40.3,20.9,21.9,31.1,29.4,25.2,22,45.8,39.9,36.6,27.5,29.6,26.6,63.8,-4.4
2024 Marshall,2024,91,Marshall,SB,30,24–6,103.9,93.2,0.7776,50,48.8,20.6,29.6,36.7,36,30.7,35.4,49.2,49.8,34,30.5,44.8,24.7,78.2,-3.1
2024 Albany,2024,157,Albany,AE,30,24–6,91.7,91,0.5204,48.3,41.6,25.4,23.2,36.1,29.5,29.1,22.5,45.1,42,37.6,27.2,28.7,32.5,63.2,-4.2
2022 Connecticut,2022,4,Connecticut,BE,30,25–5,112.9,74.4,0.9918,54.8,40.2,20.6,23.5,34,26.9,21.4,18.1,56.6,39,34.1,28.4,34.1,35.4,68.5,7
2022 LSU,2022,17,LSU,SEC,30,25–5,106.1,78.4,0.97,47.3,42.7,18.8,22.9,35.9,25.2,30.9,23.4,47,38.4,32.4,34.7,16.1,31.6,71.8,7.2
2022 Dayton,2022,47,Dayton,A10,30,25–5,97.6,79.9,0.9088,45,39.5,18.7,20.3,32.9,25,29.1,24.3,42.6,38.2,33.8,28.2,29.2,31.3,67.9,1.3
2023 Notre Dame,2023,11,Notre Dame,ACC,30,25–5,110.3,76.6,0.9851,49.8,40.1,21.8,21.4,38.3,27.3,35.1,22.5,50.5,39.2,31.7,28.4,24.3,28.2,70.3,7.5
2024 Creighton,2024,24,Creighton,BE,30,25–5,115.2,85.6,0.9682,51.7,44.3,16.2,18.7,28.1,27.2,22.5,26.3,50.9,43.6,35.2,30.8,41.5,28.7,68.7,5.3
2024 VCU,2024,68,VCU,A10,30,25–5,98,83.5,0.8626,46.4,40.2,23.9,22.2,38.8,26.4,31.6,24.5,43,42.3,36.7,24.2,28.1,34.8,65.2,-1.1
2024 South Dakota St.,2024,69,South Dakota St.,Sum,30,25–5,101.2,86.4,0.8602,54.5,41.9,21.5,19,32,26.1,33.3,24.8,52.8,42.9,38.7,26.7,32.2,34.8,67.4,-0.27
2024 Toledo,2024,88,Toledo,MAC,30,25–5,99.5,88.3,0.7976,49.4,44.2,18.9,23.5,30.2,25,29.4,26.6,49.1,42.7,33.4,31.5,35,33.1,69.9,-1.2
2022 Stephen F. Austin,2022,54,Stephen F. Austin,WAC,30,26–4,96.5,80.4,0.8911,49.7,40.6,22.2,32.6,30.9,36,34.3,28.8,50.5,39,32.3,29.5,36,31.2,72.6,-0.36
2024 Chattanooga,2024,107,Chattanooga,SC,30,26–4,96.6,88.9,0.7241,50.5,41.3,19.5,20.3,23.4,26.2,32,32.5,48,42.2,37,26.1,33.6,26.8,63.5,-2
2023 Indiana,2023,5,Indiana,B10,30,27–3,119.8,80.6,0.9897,55.9,43.5,17.9,22.2,28.5,26,31.3,27.6,56,42.6,37.1,30.4,32.8,30.7,70.6,9.3
2023 LSU,2023,4,LSU,SEC,30,28–2,118.5,77.6,0.9923,51.3,40.1,19.6,24.1,46.1,25.9,37.9,25.6,50.6,39.9,35.9,26.9,23,33.3,72.9,8
2024 South Carolina St.,2024,359,South Carolina St.,MEAC,30,2–28,70.5,107.1,0.0081,38.2,46.6,32.6,21.7,29.5,39.9,36,27.1,38.4,45.1,25.1,32.9,23.4,36.2,68.1,-25.8
2023 South Carolina St.,2023,360,South Carolina St.,MEAC,30,3–27,71.1,107.3,0.0086,36.5,46.8,29.8,21.4,26.8,41.2,30.5,28.5,38.6,47.5,21.6,30.4,33.8,35.5,68.1,-24.7
2025 American,2025,351,American,Pat,30,45686,77.2,108,0.0207,39.9,48.6,25,17.3,25.7,34,26.9,25,40.5,49.9,25.9,31,36.1,37.1,70.4,-27.1
2025 Cal St. Bakersfield,2025,349,Cal St. Bakersfield,BW,30,45716,73,101,0.0233,39.8,44.6,27.1,18.9,22.5,32.6,21.7,28.8,39.4,42.1,27,32.5,36.2,36.7,68.7,-25.5
2025 Southern Illinois,2025,332,Southern Illinois,MVC,30,45773,82.4,105.2,0.0567,39.1,52,24.9,19.4,30.2,34.2,25.8,30.6,38.2,49.8,27.8,37.5,27.4,34.2,69.3,-20.5
2025 Seattle,2025,342,Seattle,WAC,30,45773,78.4,105.2,0.033,42.4,52.3,28.8,22.8,28,33.9,25.5,28.4,43.2,51.3,27.6,36,42.5,37.9,71.5,-22.7
2025 Houston,2025,172,Houston,B12,30,45802,90.5,91.8,0.4582,40.9,49.5,20.7,24.4,24.6,36,27.4,25.4,39.4,49.9,29.1,32.4,35.5,32.1,67.9,-13.2
2025 South Alabama,2025,309,South Alabama,SB,30,45832,85.9,103.6,0.1032,42.4,49.1,27.5,22.8,33.7,36.5,32.4,36.7,42.5,48.5,28,33.7,31,29.8,70.5,-21
2025 St. Bonaventure,2025,336,St. Bonaventure,A10,30,45832,78.9,102.3,0.0479,41.9,50.1,24.3,19.7,18.8,33.9,25.2,18.6,39.2,50.6,30.9,32.8,37.8,33.7,67.3,-19.7
2025 Presbyterian,2025,347,Presbyterian,BSth,30,45832,76.8,105.4,0.0253,40.9,47,28.4,22,32.4,29.6,24.5,37.1,42.7,47.4,24.1,30.5,27.5,24.9,68.8,-22.2
2025 Alabama St.,2025,357,Alabama St.,SWAC,30,45832,73.1,104.4,0.0165,34.2,49,30.1,22.5,32.3,37.8,28.3,32.7,34.5,48.8,22.4,32.9,29.7,35.1,67.1,-17.7
2025 LIU,2025,360,LIU,NEC,30,45832,73.6,110.7,0.0091,41.2,48.9,27,23.1,28.7,34.9,23.6,32.6,41.7,50.8,26.8,30.3,34.6,34,66.8,-22.2
2025 Memphis,2025,197,Memphis,Amer,30,45861,97.4,101.8,0.3751,45,48.9,21.8,19.6,32,36.3,27.1,25.5,41.7,50.6,35.2,30,29.4,30.6,72.4,-16.7
2025 Cal St. Fullerton,2025,331,Cal St. Fullerton,BW,30,45861,81.6,103.7,0.0602,39.2,46.1,21.7,23.3,26.3,34.5,31.6,31.4,38.7,46.7,27.2,30,23.7,31.9,67.9,-21
2025 Pepperdine,2025,297,Pepperdine,WCC,30,45891,82.4,97.8,0.1216,43.4,44.7,22.9,19.2,23.3,36.5,26.7,21.2,42.2,44.3,30.2,30.2,38.2,31.7,65.9,-18.3
2025 Mercer,2025,335,Mercer,SC,30,45891,79.1,102.1,0.0502,39.9,45.7,23.6,21.2,23,33.7,31,29.4,40.2,44.2,25.8,32.5,19.4,32.4,65.7,-19.3
2025 Denver,2025,229,Denver,Sum,30,45921,91.7,100.3,0.2631,44.9,49.8,20,22.6,23.7,31.1,31,33.6,45.8,50.9,29.2,31.5,43.4,31,65.9,-18
2025 IU Indy,2025,283,IU Indy,Horz,30,45921,87.9,101.3,0.1635,46,48.4,24.2,21.3,25.2,32.5,33.6,28.9,44.7,48.9,32.2,31.5,35.4,29.7,70.7,-17.8
2025 Florida A&M,2025,293,Florida A&M,SWAC,30,45921,85.7,100.9,0.1314,44.3,46.2,29.1,24.1,40.7,30.5,31.3,40.6,43.3,43.9,31.5,34.6,24.9,28.8,69,-17.8
2025 Southern Utah,2025,295,Southern Utah,WAC,30,45921,83.9,98.9,0.1309,43.9,46.4,26.2,19.5,30.8,34.5,23.9,29.1,45.9,45.5,27.2,32.1,38.6,31.8,66.7,-17.3
2025 Loyola MD,2025,312,Loyola MD,Pat,30,45921,82.1,99.7,0.0968,44.9,47.7,25.7,22.3,31,30.4,25,31.3,45.3,47.4,29.3,32.2,29.4,36.5,64.5,-18.1
2025 North Carolina Central,2025,333,North Carolina Central,MEAC,30,45921,76.7,98.2,0.0551,40.5,46.5,31,22.8,30.5,41.9,37,35,40.1,44.9,27.6,33.6,29.5,29.1,77,-15.2
2025 USC Upstate,2025,346,USC Upstate,BSth,30,45921,74.1,101.4,0.0265,41,45.6,31.9,18.9,31.1,31,27.7,31.4,39.6,45.1,29.5,31,30.5,38.6,67.5,-17.4
2025 SMU,2025,104,SMU,ACC,30,45950,96.9,88.9,0.7302,42.4,46.2,21.8,21.3,34.9,33.5,25.2,29.1,41.9,45.9,29,31.2,31,35.1,68.5,-8
2025 Jacksonville St.,2025,216,Jacksonville St.,CUSA,30,45950,83.8,90.2,0.3028,42,45.3,23.4,25.2,26.1,29.7,24.8,33.9,40.8,46.9,28.9,27.6,45.4,29.6,66.6,-16.2
2025 Morehead St.,2025,303,Morehead St.,OVC,30,45950,84.8,101.5,0.1126,42.7,49.7,24.2,22.3,31.1,32.2,29.8,32.2,42.9,47.2,28.1,37,26.3,30.6,72.2,-17.8
2025 New Hampshire,2025,305,New Hampshire,AE,30,45950,80,95.8,0.1117,39.4,48.9,25.5,23,31.5,26.4,24.9,22.7,39.9,48.1,25.6,33.6,35.2,34.7,65.3,-17.6
2025 Louisiana Monroe,2025,223,Louisiana Monroe,SB,30,45980,92.6,100.4,0.2824,42.2,49,19.5,21.3,30.9,30.7,30.4,27.4,41,48.4,30.6,33.6,25,31.1,70.2,-14.6
2025 FIU,2025,251,FIU,CUSA,30,45980,87.6,97.7,0.2229,48,50.6,32.6,26.7,37.9,32.6,37.1,27.7,49.7,52.2,29.1,32,29.1,37.1,70.3,-15.5
2025 UTEP,2025,264,UTEP,CUSA,30,45980,89.1,100.4,0.2011,45.1,47.7,25.6,20.8,30.5,32.2,24.6,27.2,44.6,50.6,30.9,28.9,29.3,40.3,67.2,-15.2
2025 NJIT,2025,281,NJIT,AE,30,45980,89.4,102.7,0.1675,48.3,44.5,22.3,20.5,27,35.9,23,25.5,48.7,44.9,31.8,29.1,39.9,28.6,70.6,-17
2025 Saint Peter's,2025,289,Saint Peter's,MAAC,30,45980,83.7,97.4,0.149,42.8,47.3,22.4,22.8,26.2,28.4,20.4,22.6,42.7,47.2,28.6,31.5,45.6,43.2,62.9,-16.7
2025 Central Connecticut,2025,341,Central Connecticut,NEC,30,45980,83.3,111.5,0.0337,43.9,47.5,22,20,29.5,32.3,27.2,25.9,42.1,46.3,32.1,33.1,29.1,33.9,67.8,-16.5
2025 Saint Francis,2025,350,Saint Francis,NEC,30,45980,75.5,105.3,0.0213,45,46.4,27.4,18.9,27,31,23.7,26.5,42.8,45.7,33,31.8,32.1,34.3,66.3,-16.6
2025 Auburn,2025,48,Auburn,SEC,30,46009,102.8,83.5,0.9165,46.1,48.3,24.4,27.1,34.8,33,31.5,32.3,45.8,47.8,31.3,33,20,28.5,68.2,-3.9
2025 Syracuse,2025,68,Syracuse,ACC,30,46009,104.2,88.7,0.8646,46.1,48.1,22,23.3,37.3,35.8,24.4,23.1,44.7,46.3,33.3,34.6,25.9,32.8,70.7,-5.3
2025 UCF,2025,122,UCF,B12,30,46009,99.6,93.6,0.6701,44.9,51.2,22.1,21.8,33.7,29.2,32.1,28.2,45,50.1,29.8,35,22.9,43.2,70.4,-5.7
