torvik_id,year,rank,team,conf,games,record,adj_oe,adj_de,barthag,efg_pct,efgd_pct,tor,tord,orb_pct,drb_pct,ftr,ftrd,2p_pct,2pd_pct,3p_pct,3pd_pct,3pr,3prd,adj_tempo,wab
2022 Prairie View A&M,2022,319,Prairie View A&M,SWAC,26,9–17,78.6,97.6,0.0769,40.7,46.4,26.9,23,28.4,33.5,28.3,37.8,38.6,46,30.2,31.3,31.2,33.9,75.7,-13.6
2023 Jacksonville,2023,241,Jacksonville,ASun,26,9–17,90.4,98.5,0.2716,45.3,49.1,21.1,22.9,28.7,32.2,24.6,35,45.6,50.1,29.8,31.7,32.4,38.4,66,-12.2
2023 Cornell,2023,253,Cornell,Ivy,26,9–17,82,90.9,0.2352,39.8,50.3,25.7,26.9,33.3,28.1,27,30.7,42.7,49.6,21.8,34.2,28.5,38.1,70.6,-13.2
2023 Southern Indiana,2023,285,Southern Indiana,OVC,26,9–17,81.6,94.5,0.1568,43.5,45.4,28.4,25.2,32.1,30.2,33.8,38.1,43.8,44.7,28.5,31.1,28.1,37.1,72.3,-15.8
2022 Morehead St.,2022,347,Morehead St.,OVC,27,0–27,77.8,106.4,0.0269,40.6,51.4,25.5,19.1,24.6,35.6,20.5,31.1,42.2,50.9,25.5,34.9,38.8,33.1,67.7,-23.1
2022 North Florida,2022,215,North Florida,ASun,27,10–17,86.2,90.8,0.3535,47.5,42.8,24.6,21.3,21.8,31.6,21.9,25.3,49.1,42.2,30,29.2,38.9,36.2,70.7,-12
2023 Samford,2023,243,Samford,SC,27,10–17,90.8,99.2,0.2642,48,46.5,24.6,19.6,27.1,34.7,28.2,23.8,47.7,44.3,32.4,33.9,33.2,33.1,70,-14.3
2023 Alcorn St.,2023,313,Alcorn St.,SWAC,27,10–17,79.6,97.1,0.0928,40.4,44.4,24,23.5,31.5,32.7,34.8,48.6,39.9,42.7,27.9,32.1,27.3,31,73,-14.5
2024 Fordham,2024,201,Fordham,A10,27,10–17,90.2,94.3,0.3741,44.4,48.6,23.9,25.9,35.1,31,21.7,23.6,43.7,44.7,30.8,36.6,29,38.6,69.2,-12.5
2024 Oakland,2024,249,Oakland,Horz,27,10–17,91.3,102.1,0.2169,41.8,53.1,20.3,25.8,35.1,34.2,34.8,37.4,41.5,52.9,28.3,35.7,33.3,32,72.2,-13.4
2024 Jacksonville St.,2024,250,Jacksonville St.,CUSA,27,10–17,82.4,92.2,0.2169,40.5,46.9,22.8,22.3,28.8,27.4,24,28.7,42.1,47.1,25.6,30.8,41,28,69.2,-13.5
2024 Army,2024,293,Army,Pat,27,10–17,84.6,99.7,0.1303,41,49.8,21.2,23.3,31.6,28.8,25.3,27.8,40.2,50.7,28.5,31.6,30.7,28.3,68.7,-15.8
2024 Northeastern,2024,315,Northeastern,CAA,27,10–17,85.6,103.5,0.1013,47.1,46.2,25.8,21.8,28.1,37,24.9,23.2,45.9,47,32.9,30,36.6,37.9,65.6,-14.7
2022 St. Bonaventure,2022,240,St. Bonaventure,A10,27,11–16,86.3,94,0.2732,43.3,45,22.5,20.9,24.7,32.7,28.6,24.5,43.8,43.7,28.2,31.5,29,36.8,68.6,-12.4
2022 Iona,2022,267,Iona,MAAC,27,11–16,82.6,92.9,0.2056,46.1,45.3,25.9,26.4,26.8,31.6,19.7,27.2,48,42.3,28.3,34.6,34.9,31.5,66.6,-14
2022 Eastern Kentucky,2022,272,Eastern Kentucky,ASun,27,11–16,85.1,96.5,0.1908,42.1,47.8,25.4,24.5,33.8,31.5,34.9,27.5,41.1,48.5,29.7,31.2,28.5,41.7,71.6,-12.7
2022 UMass Lowell,2022,301,UMass Lowell,AE,27,11–16,81.5,96.5,0.1255,43.3,46.3,27,24.7,31.4,32.4,26.2,28,40.1,44.5,33.9,33.7,29.8,28.5,67.9,-13.3
2022 Incarnate Word,2022,311,Incarnate Word,Slnd,27,11–16,81.3,99,0.0937,40.9,44.3,25.1,25.3,32.4,33.4,28.9,32.8,41.8,44.9,25.8,28.7,29,31.2,66,-15.2
2024 Abilene Christian,2024,184,Abilene Christian,WAC,27,11–16,95.1,98.3,0.4052,48.1,48.6,22.9,22.1,34.2,28.7,27.8,26.9,50.6,49.4,30.1,31.4,46.7,37.4,68.4,-14
2024 Samford,2024,248,Samford,SC,27,11–16,84,93.9,0.2172,41.7,44.8,22.2,20.5,27.2,30.2,31.3,24.8,40.1,45.2,30,29.3,33.6,30.5,66.9,-13.3
2024 Winthrop,2024,332,Winthrop,BSth,27,11–16,78,98.2,0.0663,40.3,46.8,27.9,26.3,33.3,30.7,29.9,28.3,40.4,47.7,26.7,30.1,33.3,36,66.7,-13.8
2022 Western Illinois,2022,219,Western Illinois,Sum,27,12–15,91.7,97.1,0.3425,47.4,48.1,19.8,20.6,19.9,32,31.3,20.5,47.6,47.9,31.3,32.3,43.1,35.6,73.9,-9.3
2022 Lamar,2022,224,Lamar,WAC,27,12–15,88.9,94.7,0.3245,45.9,46.6,24,23.4,30.6,30.9,35.6,28,42.1,47,36.3,30.5,30.5,32,64.5,-11.4
2023 Abilene Christian,2023,163,Abilene Christian,WAC,27,12–15,98.1,98.4,0.4904,51.2,48.3,22.2,22.2,32.9,31.5,26.1,27.5,51.4,48.9,33.9,31.4,42.1,32.8,67.8,-12.8
2023 Buffalo,2023,185,Buffalo,MAC,27,12–15,93.7,96.1,0.4277,48.8,48.4,20.3,20.1,23.3,29,28.9,17.3,47.8,49.7,34.1,30.9,29.7,39.7,67.4,-12.3
2023 North Alabama,2023,212,North Alabama,ASun,27,12–15,90.7,95.4,0.3593,47,44.4,20.3,22.5,23.3,36.1,19.7,32.5,45.5,44.5,32.5,29.4,46.3,25.6,69.6,-11.5
2023 Prairie View A&M,2023,293,Prairie View A&M,SWAC,27,12–15,80.7,94.7,0.1366,40.5,46.2,23.6,24.9,27.1,33.5,38.7,43,38.7,48.7,28.9,26.9,37.5,30.4,74.5,-11.9
2024 Morehead St.,2024,253,Morehead St.,OVC,27,12–15,86.5,97,0.2122,44.5,45.7,24.5,22.8,33.8,31.5,31.1,30.4,44.4,44.8,29.9,31.8,37.2,30.7,69.7,-12.2
2021 Central Arkansas,2021,255,Central Arkansas,Slnd,27,13–14,81.8,92.2,0.2013,39.6,45.2,29.4,24.9,39.8,28.4,38.2,42.4,39.5,44.4,27,31.8,18.8,26.4,65.2,-9.1
2022 Harvard,2022,121,Harvard,Ivy,27,13–14,99.9,94.7,0.6498,45.8,47.7,17.2,26.5,33,36.9,18.6,27.5,43.5,46.8,32.8,32.8,40.5,37.7,72.3,-7.9
2023 Yale,2023,206,Yale,Ivy,27,13–14,88.4,92.2,0.3811,41.8,46.1,25.5,23.2,35.4,31.3,26.7,37,40.1,46.7,30.3,29.8,32.7,29.8,68.9,-9.2
2023 UNC Greensboro,2023,274,UNC Greensboro,SC,27,13–14,87.9,99.9,0.1863,42.3,46.4,21.4,22.7,34.2,35.5,28.2,32.8,43.3,46.3,26.7,31.1,30.2,28.4,68.2,-12.2
2022 Oregon St.,2022,49,Oregon St.,P12,27,14–13,99.9,82.4,0.9019,46.6,41.3,22.3,13.8,27.9,25.2,26.1,20,44.9,39.2,33.1,30.2,34.3,34,68.2,0.6
2022 Wofford,2022,225,Wofford,SC,27,14–13,85.7,91.5,0.3196,41.6,45.3,18.2,22,27.2,29.3,21.4,21.1,39.6,47.3,29.9,28.1,38.9,39.2,72.2,-9.7
2021 Northern Iowa,2021,80,Northern Iowa,MVC,27,15–12,99.2,88,0.7997,48.6,44.3,20.8,21.4,28.5,29.5,30,28.1,47.7,43.3,33.2,31.5,44.5,24.5,71.3,-5.1
2021 Appalachian St.,2021,232,Appalachian St.,SB,27,15–12,87.5,95.3,0.2731,42.5,47,22.6,24.7,32.1,31,30.6,32.1,39.5,45.9,31.6,33.4,38.3,27,69.1,-8.9
2022 Mount St. Mary's,2022,254,Mount St. Mary's,NEC,27,15–12,86.5,95.8,0.234,48.3,45.1,24.1,23.5,26.4,32.6,26.7,23.3,45.3,43.8,35.2,32.3,39.2,27.3,67.9,-9.3
2023 North Carolina A&T,2023,247,North Carolina A&T,CAA,27,15–12,89,97.7,0.2543,46,46.4,27.7,26.5,36.3,36.5,32.2,28.1,47.4,44.1,28.3,33.6,26.9,35.8,70,-9.1
2021 Drake,2021,57,Drake,MVC,27,16–11,106.6,89.1,0.8879,55.2,45.6,25.4,20,32.7,27.8,26.6,24.6,55.1,44.2,37,32.1,36.9,37.4,74.5,-3.3
2021 Bradley,2021,82,Bradley,MVC,27,16–11,102.8,91.9,0.7846,48.1,44.5,18.5,19.4,29.1,28.2,26.9,30.1,45.8,41.6,34.8,33,36.5,36.3,70.4,-4.9
2021 Murray St.,2021,177,Murray St.,OVC,27,16–11,96.8,98.7,0.4445,46.3,45.8,21.3,19,32.7,32.2,34.9,22.1,46.1,45.3,31.3,31.3,30.8,29.1,71.4,-8.1
2022 Kent St.,2022,108,Kent St.,MAC,27,16–11,96.1,89.2,0.7017,47,44.9,21.4,18.8,32.7,26.7,28.8,25.9,45.1,43.8,33.3,31.5,39.8,33.4,67.4,-6.7
2022 Akron,2022,142,Akron,MAC,27,16–11,95.4,92.9,0.5757,47.6,45.9,21.8,20.6,28.9,32,29.2,28.4,47.8,45.3,31.5,31.5,31.8,31.1,68.9,-6.1
2022 Yale,2022,169,Yale,Ivy,27,16–11,83.9,84,0.4943,43.7,42.5,26.8,24.5,32.4,27.5,24.1,24.1,42.4,41.7,30.7,29.2,35.9,37.2,69.1,-6.9
2022 Norfolk St.,2022,236,Norfolk St.,MEAC,27,16–11,80.7,87.2,0.2924,41.6,39.3,24.7,32.3,34.7,38.2,30.8,38.5,42.5,39.6,26.4,25.8,32.2,37.6,69.4,-8.5
2023 Penn,2023,107,Penn,Ivy,27,16–11,96.2,88.9,0.7109,46.5,42.1,22.8,21.2,31.3,34.7,22.5,17.8,43.7,40.9,34.1,29.8,38.1,33.7,67.3,-5.5
2023 North Dakota,2023,161,North Dakota,Sum,27,16–11,94.6,94.6,0.4974,46,44.7,19.8,23.4,31.3,32.4,29.8,37.1,45.8,44,30.9,30.6,28.7,39.3,74.5,-8.9
2023 Texas A&M Corpus Chris,2023,210,Texas A&M Corpus Chris,Slnd,27,16–11,86.6,90.4,0.3777,44.5,42.9,24.4,24,33.1,28.8,34.3,32.1,43.9,42.1,30.6,29.8,32.2,31.1,67.7,-8.7
2022 Portland,2022,59,Portland,WCC,27,17–10,100.4,84.3,0.8812,48.3,43.4,23.2,25.3,34.2,33.9,31.2,27.7,52.1,43.1,26.6,29.4,31.1,25.1,71.3,-2.5
2024 Oral Roberts,2024,141,Oral Roberts,Sum,27,17–10,98.3,96.1,0.5646,46.1,51.3,16.5,25.5,29.9,33.1,28.4,28.4,47.5,52.3,28.3,32.9,26.7,34.2,77.6,-5.3
2021 Texas,2021,21,Texas,B12,27,18–9,105.4,78.6,0.9668,44.7,47,19.7,27.4,36.8,29.2,29,32.7,43.5,46.5,32.1,32.3,25.7,25.7,69.1,3.5
2021 Iowa,2021,27,Iowa,B10,27,18–9,124.8,95.4,0.9564,59.3,50.8,19.4,17.5,28.9,32.9,27.8,26.5,58.4,50.3,40.4,34.5,38.4,35.5,73.6,4.9
2021 Arkansas,2021,23,Arkansas,SEC,27,19–8,119.7,89.8,0.9647,52.4,48.6,13.9,22.6,21.1,32.5,35.5,27.9,48.4,48.3,39.2,32.9,38.8,30.1,75.4,4.8
2022 USC Upstate,2022,238,USC Upstate,BSth,27,19–8,91.1,98.8,0.2812,50.3,45.8,22,24,24.8,29.1,26.2,25.9,49.9,47.7,34.2,28.1,30.5,33.6,66.8,-5.8
2024 Texas A&M Corpus Chris,2024,161,Texas A&M Corpus Chris,Slnd,27,19–8,88.6,88.5,0.5046,44.3,40.3,23.9,24.3,32.3,31.3,36.8,27.1,46.6,41.4,26.2,25.4,32.1,33.6,71.3,-6.1
2022 Arizona,2022,19,Arizona,P12,27,20–7,106.2,78.8,0.9686,48.9,43.5,19.4,28.2,31.4,30.8,27.6,32.6,47.8,40.4,34.1,33.9,31.8,29.9,67,4.8
2022 UT Arlington,2022,112,UT Arlington,SB,27,20–7,96.4,90.1,0.6858,46,43.6,19.5,21.4,28.8,32.9,34.7,24.6,47.5,44.7,27.6,27,23.8,27.4,70.7,-3
2022 Campbell,2022,218,Campbell,BSth,27,20–7,87.5,92.5,0.3445,47.9,43.9,24.7,26.3,31.3,30.3,25.4,30.1,46.7,44.9,33,27.6,41.9,28.6,63.7,-5.2
2021 West Virginia,2021,20,West Virginia,B12,27,21–6,110.2,82.1,0.9673,48.7,45.9,20.7,21.7,33.4,28.8,30.8,25.7,47.2,45.7,35,30.8,27.6,32,70.3,7.2
2021 High Point,2021,175,High Point,BSth,27,21–6,94.9,96.7,0.4471,51.8,39.9,19.5,18.9,20.4,28.5,30.1,28.3,49,40.2,36.4,26,49.7,26.9,71,-5
2022 Youngstown St.,2022,150,Youngstown St.,Horz,27,21–6,92.7,91.1,0.5485,47.5,43.7,21.4,21.5,29.5,25.3,28.9,26.5,47.2,42.2,31.9,31.1,46.4,34.5,67,-3.6
2021 Stanford,2021,1,Stanford,P12,27,25–2,122.6,70.4,0.9983,53.2,37.2,18.5,22.5,38.5,26.1,20.6,25.1,52.1,36.2,36.9,26,35.9,35,70.5,12.3
2021 Baylor,2021,3,Baylor,B12,27,25–2,113,70.4,0.9957,51.2,36.2,22.2,23.8,45.9,23.4,29.8,28.3,51.7,34.3,32.5,26.8,16.1,32.5,73.2,10.3
2022 Illinois Chicago,2022,338,Illinois Chicago,Horz,27,2–25,77.9,101.1,0.0474,39.9,48.6,26,26,24.5,39.6,38.4,31.1,40.3,48.3,25.9,32.7,28.8,34.9,69.3,-21.8
2024 McNeese St.,2024,350,McNeese St.,Slnd,27,2–25,83.6,112,0.0335,40.5,52,25.2,19.1,24.3,35.3,36.4,28.3,40.6,49.5,27,39,29,27.3,74.4,-21.5
2022 Portland St.,2022,331,Portland St.,BSky,27,3–24,83.1,105.3,0.0611,41.7,49.5,22.5,18.5,26.1,36.2,21.2,29,40.5,50.2,29.2,31.9,37.4,31.9,68.7,-21.8
2022 Florida A&M,2022,351,Florida A&M,SWAC,27,3–24,75.6,109.7,0.0136,37.7,49,28.4,19.7,33.5,36.6,30.7,34.8,36.3,49.6,27.1,31.7,32.3,31,68.7,-21.5
2024 Western Carolina,2024,345,Western Carolina,SC,27,3–24,80.5,105.5,0.0428,43,46.8,27.2,18.6,27.8,37.9,26.7,30.7,45.1,44.8,24.9,34,26.6,31.8,68.7,-22.1
2025 Yale,2025,323,Yale,Ivy,27,45770,81.5,101.6,0.0735,39.6,50,26.5,20.8,31.9,33.1,21.5,35.6,41.9,51.9,22.9,29.4,30.4,23.9,68.7,-18
2025 Cornell,2025,252,Cornell,Ivy,27,45858,82.7,92.3,0.2207,43.1,45.4,24.7,19.9,27.6,31,22.6,22.9,44.5,44.1,25.9,31.7,25.2,37.7,63.8,-15.5
2025 Dartmouth,2025,317,Dartmouth,Ivy,27,45888,81.4,100,0.0852,40.4,47.5,24.6,20.8,28.5,36.7,21,20.2,41,48.4,26.3,30.2,35.1,29.9,65.1,-14.7
2025 Northwestern,2025,101,Northwestern,B10,27,45918,101.2,91.9,0.7516,46,47.9,19.7,18.1,28.5,31.1,29.8,30.8,46.8,46,28.6,34.5,21,33.1,71.4,-6.6
2025 Mercyhurst,2025,345,Mercyhurst,NEC,27,45918,79.5,108.5,0.0273,47,49,25.2,21.7,20.1,29,34.6,31.3,46.5,50.7,31.9,29.6,39.6,27.6,71.8,-16.3
2025 Brown,2025,207,Brown,Ivy,27,46006,87.7,93.1,0.3366,43.4,45.3,22.7,22,28.4,34.8,24.6,22.8,44.1,47.8,28.4,27.4,44.6,37.6,67.5,-9
2022 Chicago St.,2022,315,Chicago St.,WAC,27,4–23,79.7,97.5,0.0893,39,47.5,25.9,23.7,32.9,33.1,31,43,38.7,48.1,26.6,30.9,25.6,30.4,70.1,-20.1
2022 Southeast Missouri St.,2022,320,Southeast Missouri St.,OVC,27,4–23,81.5,101.2,0.0766,42.5,48.8,26.5,21.5,31.3,36.9,26.8,32.2,43.1,49.3,27.3,31.9,26.4,30.1,72.1,-18.9
2023 Louisiana Monroe,2023,327,Louisiana Monroe,SB,27,4–23,82.5,102.9,0.0734,39.4,46.1,24.1,18.6,32.5,32.8,34.5,30.6,39.8,44.5,24.7,33.9,15.3,25.4,73.7,-21.1
2022 Virginia,2022,149,Virginia,ACC,27,5–22,88.3,86.7,0.5501,40.4,46.3,27.1,24.6,33.1,34.1,28.8,37.7,40.8,44.9,26.1,32.7,26.6,34.1,69.4,-10.2
2022 Winthrop,2022,352,Winthrop,BSth,27,5–22,71.6,104,0.0135,41.8,47.7,31.3,21.5,28.4,35.7,31.4,20.5,41.8,50.4,27.9,29.1,27.9,39.9,70.7,-19.7
2023 UMass Lowell,2023,323,UMass Lowell,AE,27,5–22,78.7,97.6,0.0773,39.8,46.3,27,23.7,29.3,35.6,30,31.7,39.2,46.9,27.4,29.8,32,26.6,68.2,-19.2
2024 Sam Houston St.,2024,281,Sam Houston St.,CUSA,27,5–22,84.2,98.2,0.1461,38.4,50.7,24.5,25,32.7,35.9,38.9,29.5,36.6,50.3,28.2,34.5,31,27.7,74.5,-19.1
2024 Central Michigan,2024,317,Central Michigan,MAC,27,5–22,81.7,99.5,0.0935,43.1,46.2,29.2,18.1,36.5,30.5,26.7,26.5,43.3,44.2,28.5,33.5,33.4,32.4,72.5,-19.5
2022 Boise St.,2022,220,Boise St.,MWC,27,6–21,87.5,92.7,0.339,42,44.8,23.4,17.2,33.4,26.7,29.4,30,43.4,43.6,25.1,31.6,24.7,31.3,69.8,-16.5
2022 St. Thomas,2022,303,St. Thomas,Sum,27,6–21,83.9,99.9,0.1185,44.5,49.9,24.4,17.7,24.9,27.5,23.3,27.6,43.9,49.4,30.4,33.9,34.2,31.6,67.5,-16.5
2022 New Hampshire,2022,329,New Hampshire,AE,27,6–21,79.6,100.5,0.0645,39.3,50.5,26.7,27.7,32.6,33.7,30.6,32.6,40.5,50.8,23.9,33.4,26.7,39.4,66,-18.2
2023 Dayton,2023,207,Dayton,A10,27,6–21,93.4,97.5,0.3795,44.9,45.4,25.8,18.1,36.7,33.3,24.5,26.3,42.7,44.8,33.5,31,28.7,36.1,70.3,-16.9
2023 Tarleton St.,2023,277,Tarleton St.,WAC,27,6–21,83.9,95.6,0.1808,42.4,48,22.8,25.4,25.4,35.4,33.5,35,40.3,49,30.6,30.6,37.5,32.4,69.5,-18.3
2023 New Hampshire,2023,344,New Hampshire,AE,27,6–21,77,100.3,0.0456,38.2,46,24.3,21,27.7,34.4,28.7,24.7,37.1,44.1,27.2,32.6,30.8,40.3,67.4,-18.9
2023 Western Carolina,2023,348,Western Carolina,SC,27,6–21,79,105.6,0.0343,40.2,48.4,26.2,20.5,32.4,34.5,31.5,38.7,39.6,48.7,27.8,31.8,27.8,31.3,65.8,-18.7
2024 North Florida,2024,294,North Florida,ASun,27,6–21,86.1,101.7,0.1292,44.7,47.6,24.8,19.6,28.6,34.5,26.3,30.4,46.7,48.4,28.2,30.5,45.8,30.4,67.7,-16.7
2024 Lindenwood,2024,321,Lindenwood,OVC,27,6–21,88.1,108.2,0.0862,44.3,52.7,20.8,25.5,28.4,37.8,29.8,37.5,46.3,52,26.9,36.2,33.7,27.4,69.4,-19.6
2024 Wagner,2024,358,Wagner,NEC,27,6–21,71.3,107.8,0.0086,40.3,48.3,28.6,26,29.6,37.3,30.5,33.2,40.4,47.6,26.6,33,26.5,37.4,70.6,-20.1
2022 Illinois,2022,201,Illinois,B10,27,7–20,93.1,96.6,0.3955,44.7,50.4,23.3,20.2,30.7,32.8,28.3,23.2,43.3,49.1,31.8,35.1,30.7,37.7,71.6,-11.1
2022 Binghamton,2022,295,Binghamton,AE,27,7–20,79,93.1,0.1328,42.5,42.6,23.4,23,24.6,32.7,20.3,26.4,43.5,45.1,26.9,23.7,30.7,26.9,68.7,-18.6
2022 Hofstra,2022,308,Hofstra,CAA,27,7–20,77.5,93.1,0.1085,39.8,45.1,27.1,23.6,30.2,35.8,25.4,27.5,41.5,44.3,23.2,31.2,24.7,34,67.5,-16.1
2023 Maryland Eastern Shore,2023,319,Maryland Eastern Shore,MEAC,27,7–20,81.4,100.1,0.0856,39.3,45.1,26.8,24.5,34.5,35.3,36.6,36.5,41.8,43.4,21.6,31.8,26.2,39,71.8,-18
2024 Southeast Missouri St.,2024,288,Southeast Missouri St.,OVC,27,7–20,81.2,95.3,0.1371,40.6,48.6,22.9,24.8,29.5,32.3,30.6,38.5,41.3,47.6,26,33.8,28.6,34.7,71.4,-18.2
2024 North Dakota,2024,291,North Dakota,Sum,27,7–20,85.8,101,0.1327,42.5,49.4,23.2,19.7,29,32.7,30.4,32.6,43.5,49.1,26.5,33.3,27.6,37.4,75.2,-17.4
2022 New Mexico St.,2022,250,New Mexico St.,WAC,27,8–19,85.2,93.8,0.2487,41,47.6,23.1,23.3,35.3,27.7,28.4,40.8,41.7,47,25.7,32.6,22.8,30,69.4,-15.6
2022 Kennesaw St.,2022,277,Kennesaw St.,ASun,27,8–19,87,99.1,0.1832,42.9,47.9,23.7,23.5,30.4,34.1,29.3,29.4,42.1,46.3,30.1,33.9,27.3,35.9,68.5,-14.8
2022 UNC Greensboro,2022,296,UNC Greensboro,SC,27,8–19,77.8,91.7,0.1318,40.9,42.2,25.8,22.6,34.8,31.7,26.6,23.9,41.8,41.2,25.7,29.4,27.6,33.4,65.2,-17.5
2023 Furman,2023,300,Furman,SC,27,8–19,85,100.9,0.1215,40.3,47.4,27.1,20.6,41.2,33.1,32.6,22.7,39.7,49.2,27.7,29.5,30.6,34.8,68.9,-16.5
2024 Yale,2024,242,Yale,Ivy,27,8–19,90.7,100.1,0.243,42.3,49.2,21.8,21,34.5,31.8,25.3,33.8,42.8,49.7,27.2,32,24.2,27.4,68.3,-15
2024 Bellarmine,2024,283,Bellarmine,ASun,27,8–19,88,102.7,0.1447,42.1,49.5,22.1,22.2,29.5,33.4,31.3,36.7,41.6,51.5,28.8,30.7,33.2,36.5,73.3,-16
2024 UMBC,2024,306,UMBC,AE,27,8–19,82.4,98.3,0.1164,42.8,46.7,24.3,23,27.9,33,27.5,27.4,42.7,47.6,28.7,29.6,27.9,27.1,69.3,-17.1
2021 Kansas St.,2021,67,Kansas St.,B12,27,9–18,99.4,85.8,0.8449,47,45.4,25.3,17.5,29.6,30.2,30.2,25.8,47.4,43.7,30.9,32.4,38,35.7,67.8,-5.6
2022 Fresno St.,2022,173,Fresno St.,MWC,27,9–18,98.9,99.4,0.4872,47.7,47.7,17.2,16.5,25.6,29.3,24.5,26.8,44.6,47.2,35.8,32.4,33.8,32.7,68.6,-13.2
2022 Saint Louis,2022,184,Saint Louis,A10,27,9–18,88.1,89.8,0.4477,42.2,44.6,21.5,19.2,30,29.2,21.6,20.2,43.5,42.7,25.6,32.3,26,33.2,69.3,-11.8
2022 North Dakota St.,2022,209,North Dakota St.,Sum,27,9–18,94.2,98.6,0.3702,46.2,47.8,22.4,18.4,28.5,28.5,32.2,31.3,44.3,47.5,32.8,32.3,37.7,32.9,68,-11.7
2022 LIU,2022,316,LIU,NEC,27,9–18,78.7,96.3,0.0892,40.4,46.7,25.6,25.8,34.4,33.4,20.6,31.2,37,45.5,31.8,33,31.9,29.8,68.3,-16.2
2023 Cal Poly,2023,258,Cal Poly,BW,27,9–18,85.7,95.9,0.2141,41.3,47.6,25.2,23.2,29.5,32.7,30.2,33.8,38.7,48.2,30.9,30.7,34.2,30.9,66.2,-13.8
2023 Charleston,2023,273,Charleston,CAA,27,9–18,88.1,100.1,0.1867,40.3,48.8,19.4,25.8,34,38.4,26.6,27.3,38.1,48.9,29.7,32.5,34.1,35.3,70.8,-16.2
2022 Auburn,2022,98,Auburn,SEC,28,10–18,95.3,87.3,0.7334,41.9,45.4,21,24.3,31.9,33.7,34,33.8,41.7,44.6,28.5,31.8,23,26.3,70.3,-6.2
2023 Florida Atlantic,2023,232,Florida Atlantic,CUSA,28,10–18,88.8,94.7,0.3214,44,47.4,25.2,22.1,33.5,30.1,35.8,28.2,45.2,47.6,27.5,31.3,28.6,31.5,71.2,-13.8
2024 North Alabama,2024,259,North Alabama,ASun,28,10–18,90,101.5,0.2,47.6,47.8,23.9,20.8,25.3,33.9,26.3,29.7,47.8,48.1,31.5,31.4,41.5,28.3,73.7,-15.4
2022 Cincinnati,2022,199,Cincinnati,Amer,28,11–17,88.4,91.1,0.4117,41.6,42.9,24.7,23.6,30,38.5,29.6,33.9,40.5,41.8,29.7,30.5,28.2,29.2,70.9,-9
2022 Samford,2022,255,Samford,SC,28,11–17,88.7,98.4,0.2333,46,46.5,26.4,20.6,31.2,32.4,27.4,24.4,46.6,46,29.9,31.8,33,33.3,70.1,-12.2
2023 Sam Houston St.,2023,202,Sam Houston St.,WAC,28,11–17,91.8,95.6,0.3856,41.2,49.1,22.7,23.5,38,31.7,31.2,30.6,39,47.5,31.3,36.3,27.6,23.9,71.6,-13.5
2023 Western Michigan,2023,239,Western Michigan,MAC,28,11–17,87.2,94.5,0.2855,44.9,51,22.6,24.6,24.4,32.9,28.5,25.4,49.2,49.8,26.4,35.6,45.5,32.8,70.8,-11.5
2023 Binghamton,2023,289,Binghamton,AE,28,11–17,82.1,95.4,0.1519,43.1,45.2,21.3,24.6,27.5,31,23.1,29.6,41.9,44.2,30.8,31.8,27.2,28.2,71.6,-15.6
2023 Presbyterian,2023,310,Presbyterian,BSth,28,11–17,83.8,101.8,0.0965,48.7,45.5,28.4,19.9,28.5,29.6,19.9,29.1,47.7,44.4,33.4,31.7,38.7,34.1,71,-15.2
2024 UCF,2024,84,UCF,B12,28,11–17,97.3,86,0.8055,44.2,46.3,26.2,22.6,34.6,28.7,34.1,31.1,43.5,46.4,30.6,30.6,28,31.5,69.6,-6.4
2022 USC,2022,76,USC,P12,28,12–16,99.4,86.5,0.8307,43.6,42.3,22.5,19.6,33,32.7,30.7,27.6,42,40.9,32,30,26.7,34.4,70.4,-3.5
2022 FIU,2022,204,FIU,CUSA,28,12–16,88.3,91.9,0.3875,44.1,45.2,24.1,27.1,32.6,34.7,30,33.8,43.9,45.4,29.7,29.9,35.4,29.3,69.3,-12.7
2022 Sam Houston St.,2022,239,Sam Houston St.,WAC,28,12–16,86.3,93.9,0.2749,41,49.8,27.4,25.4,38.5,30.1,39.1,38.3,40,50.6,30.4,31.8,17.6,26.4,73,-11.9
2022 Arkansas Pine Bluff,2022,268,Arkansas Pine Bluff,SWAC,28,12–16,88.9,100.1,0.2044,42.6,44.9,21.4,22.1,33.2,34.6,35.4,29.2,42.9,43.3,28.1,32.4,30.8,29.7,71,-12.8
