year,game_id,round,team_region,team_seed,team,opp_region,opp_seed,opponent,win_prob_raw,win_prob
2023,r5_r5_g02,Final Four,Region 3,15,Vermont,Region 2,8,Oklahoma St.,0.20192360877990723,0.24943871583956712
2023,r5_r5_g02,Final Four,Region 3,16,Chattanooga,Region 2,8,Oklahoma St.,0.15117481350898743,0.168027898954402
2023,r5_r5_g02,Final Four,Region 3,1,Virginia Tech,Region 2,9,Miami FL,0.748525857925415,0.8319721010455979
2023,r5_r5_g02,Final Four,Region 3,2,Connecticut,Region 2,9,Miami FL,0.748525857925415,0.8319721010455979
2023,r5_r5_g02,Final Four,Region 3,3,Ohio St.,Region 2,9,Miami FL,0.6898005604743958,0.7982892382548309
2023,r5_r5_g02,Final Four,Region 3,4,Tennessee,Region 2,9,Miami FL,0.748525857925415,0.8103185536092115
2023,r5_r5_g02,Final Four,Region 3,5,Iowa St.,Region 2,9,Miami FL,0.748525857925415,0.8319721010455979
2023,r5_r5_g02,Final Four,Region 3,6,North Carolina,Region 2,9,Miami FL,0.748525857925415,0.7595687207878438
2023,r5_r5_g02,Final Four,Region 3,7,Baylor,Region 2,9,Miami FL,0.748525857925415,0.8103185536092115
2023,r5_r5_g02,Final Four,Region 3,8,USC,Region 2,9,Miami FL,0.721389651298523,0.7813054165790331
2023,r5_r5_g02,Final Four,Region 3,9,South Dakota St.,Region 2,9,Miami FL,0.748525857925415,0.8319721010455979
2023,r5_r5_g02,Final Four,Region 3,10,Alabama,Region 2,9,Miami FL,0.748525857925415,0.8319721010455979
2023,r5_r5_g02,Final Four,Region 3,11,St. John's,Region 2,9,Miami FL,0.37333521246910095,0.42441636719296183
2023,r5_r5_g02,Final Four,Region 3,12,Toledo,Region 2,9,Miami FL,0.37333521246910095,0.42441636719296183
2023,r5_r5_g02,Final Four,Region 3,13,Saint Louis,Region 2,9,Miami FL,0.17259067296981812,0.19305869299872033
2023,r5_r5_g02,Final Four,Region 3,14,James Madison,Region 2,9,Miami FL,0.2369358092546463,0.24723939726894145
2023,r5_r5_g02,Final Four,Region 3,15,Vermont,Region 2,9,Miami FL,0.2369358092546463,0.28055541474306167
2023,r5_r5_g02,Final Four,Region 3,16,Chattanooga,Region 2,9,Miami FL,0.27671876549720764,0.2978785880711591
2023,r5_r5_g02,Final Four,Region 3,1,Virginia Tech,Region 2,10,Princeton,0.748525857925415,0.7878955308038316
2023,r5_r5_g02,Final Four,Region 3,2,Connecticut,Region 2,10,Princeton,0.748525857925415,0.8319721010455979
2023,r5_r5_g02,Final Four,Region 3,3,Ohio St.,Region 2,10,Princeton,0.6898005604743958,0.7721176707337404
2023,r5_r5_g02,Final Four,Region 3,4,Tennessee,Region 2,10,Princeton,0.721389651298523,0.7527606027310585
2023,r5_r5_g02,Final Four,Region 3,5,Iowa St.,Region 2,10,Princeton,0.721389651298523,0.7527606027310585
2023,r5_r5_g02,Final Four,Region 3,6,North Carolina,Region 2,10,Princeton,0.721389651298523,0.7527606027310585
2023,r5_r5_g02,Final Four,Region 3,7,Baylor,Region 2,10,Princeton,0.721389651298523,0.7527606027310585
2023,r5_r5_g02,Final Four,Region 3,8,USC,Region 2,10,Princeton,0.721389651298523,0.7527606027310585
2023,r5_r5_g02,Final Four,Region 3,9,South Dakota St.,Region 2,10,Princeton,0.7191454768180847,0.7807909867397486
2023,r5_r5_g02,Final Four,Region 3,10,Alabama,Region 2,10,Princeton,0.686532735824585,0.7460959597821903
2023,r5_r5_g02,Final Four,Region 3,11,St. John's,Region 2,10,Princeton,0.32312828302383423,0.3318198861802213
2023,r5_r5_g02,Final Four,Region 3,12,Toledo,Region 2,10,Princeton,0.2369358092546463,0.24723939726894145
2023,r5_r5_g02,Final Four,Region 3,13,Saint Louis,Region 2,10,Princeton,0.20192360877990723,0.21869458342096698
2023,r5_r5_g02,Final Four,Region 3,14,James Madison,Region 2,10,Princeton,0.2369358092546463,0.24723939726894145
2023,r5_r5_g02,Final Four,Region 3,15,Vermont,Region 2,10,Princeton,0.2369358092546463,0.25618593727496314
2023,r5_r5_g02,Final Four,Region 3,16,Chattanooga,Region 2,10,Princeton,0.2369358092546463,0.24723939726894145
2023,r5_r5_g02,Final Four,Region 3,1,Virginia Tech,Region 2,11,UNLV,0.7199209332466125,0.8050835514705337
2023,r5_r5_g02,Final Four,Region 3,2,Connecticut,Region 2,11,UNLV,0.748525857925415,0.8319721010455979
2023,r5_r5_g02,Final Four,Region 3,3,Ohio St.,Region 2,11,UNLV,0.6507971882820129,0.7887540957890401
2023,r5_r5_g02,Final Four,Region 3,4,Tennessee,Region 2,11,UNLV,0.6075882911682129,0.687078415340629
2023,r5_r5_g02,Final Four,Region 3,5,Iowa St.,Region 2,11,UNLV,0.6075882911682129,0.7770801440225674
2023,r5_r5_g02,Final Four,Region 3,6,North Carolina,Region 2,11,UNLV,0.6075882911682129,0.7194445852569383
2023,r5_r5_g02,Final Four,Region 3,7,Baylor,Region 2,11,UNLV,0.6057745814323425,0.6546830948365399
2023,r5_r5_g02,Final Four,Region 3,8,USC,Region 2,11,UNLV,0.721389651298523,0.7813054165790331
2023,r5_r5_g02,Final Four,Region 3,9,South Dakota St.,Region 2,11,UNLV,0.5583707690238953,0.7332570129502982
2023,r5_r5_g02,Final Four,Region 3,10,Alabama,Region 2,11,UNLV,0.5063085556030273,0.6811147208839816
2023,r5_r5_g02,Final Four,Region 3,11,St. John's,Region 2,11,UNLV,0.6057745814323425,0.7232078637384555
2023,r5_r5_g02,Final Four,Region 3,12,Toledo,Region 2,11,UNLV,0.1742979735136032,0.21124590421095993
2023,r5_r5_g02,Final Four,Region 3,13,Saint Louis,Region 2,11,UNLV,0.15117481350898743,0.168027898954402
2023,r5_r5_g02,Final Four,Region 3,14,James Madison,Region 2,11,UNLV,0.2369358092546463,0.24723939726894145
2023,r5_r5_g02,Final Four,Region 3,15,Vermont,Region 2,11,UNLV,0.2369358092546463,0.25618593727496314
2023,r5_r5_g02,Final Four,Region 3,16,Chattanooga,Region 2,11,UNLV,0.15117481350898743,0.168027898954402
2023,r5_r5_g02,Final Four,Region 3,1,Virginia Tech,Region 2,12,Florida Gulf Coast,0.6507971882820129,0.7617146503867597
2023,r5_r5_g02,Final Four,Region 3,2,Connecticut,Region 2,12,Florida Gulf Coast,0.6507971882820129,0.7887540957890401
2023,r5_r5_g02,Final Four,Region 3,3,Ohio St.,Region 2,12,Florida Gulf Coast,0.6507971882820129,0.7617146503867597
2023,r5_r5_g02,Final Four,Region 3,4,Tennessee,Region 2,12,Florida Gulf Coast,0.6507971882820129,0.7016560584540891
2023,r5_r5_g02,Final Four,Region 3,5,Iowa St.,Region 2,12,Florida Gulf Coast,0.6507971882820129,0.7016560584540891
2023,r5_r5_g02,Final Four,Region 3,6,North Carolina,Region 2,12,Florida Gulf Coast,0.6075882911682129,0.687078415340629
2023,r5_r5_g02,Final Four,Region 3,7,Baylor,Region 2,12,Florida Gulf Coast,0.6075882911682129,0.687078415340629
2023,r5_r5_g02,Final Four,Region 3,8,USC,Region 2,12,Florida Gulf Coast,0.6075882911682129,0.687078415340629
2023,r5_r5_g02,Final Four,Region 3,9,South Dakota St.,Region 2,12,Florida Gulf Coast,0.5304135084152222,0.7253869690553141
2023,r5_r5_g02,Final Four,Region 3,10,Alabama,Region 2,12,Florida Gulf Coast,0.6075882911682129,0.7770801440225674
2023,r5_r5_g02,Final Four,Region 3,11,St. John's,Region 2,12,Florida Gulf Coast,0.20312316715717316,0.23831112270554325
2023,r5_r5_g02,Final Four,Region 3,12,Toledo,Region 2,12,Florida Gulf Coast,0.1742979735136032,0.21165752847968503
2023,r5_r5_g02,Final Four,Region 3,13,Saint Louis,Region 2,12,Florida Gulf Coast,0.15117481350898743,0.168027898954402
2023,r5_r5_g02,Final Four,Region 3,14,James Madison,Region 2,12,Florida Gulf Coast,0.15117481350898743,0.168027898954402
2023,r5_r5_g02,Final Four,Region 3,15,Vermont,Region 2,12,Florida Gulf Coast,0.15117481350898743,0.17346501931747266
2023,r5_r5_g02,Final Four,Region 3,16,Chattanooga,Region 2,12,Florida Gulf Coast,0.15117481350898743,0.168027898954402
2023,r5_r5_g02,Final Four,Region 3,1,Virginia Tech,Region 2,13,Cleveland St.,0.721389651298523,0.7527606027310585
2023,r5_r5_g02,Final Four,Region 3,2,Connecticut,Region 2,13,Cleveland St.,0.748525857925415,0.8103185536092115
2023,r5_r5_g02,Final Four,Region 3,3,Ohio St.,Region 2,13,Cleveland St.,0.6507971882820129,0.7016560584540891
2023,r5_r5_g02,Final Four,Region 3,4,Tennessee,Region 2,13,Cleveland St.,0.6879229545593262,0.7438140627250368
2023,r5_r5_g02,Final Four,Region 3,5,Iowa St.,Region 2,13,Cleveland St.,0.6879229545593262,0.7438140627250368
2023,r5_r5_g02,Final Four,Region 3,6,North Carolina,Region 2,13,Cleveland St.,0.6879229545593262,0.7438140627250368
2023,r5_r5_g02,Final Four,Region 3,7,Baylor,Region 2,13,Cleveland St.,0.721389651298523,0.7527606027310585
2023,r5_r5_g02,Final Four,Region 3,8,USC,Region 2,13,Cleveland St.,0.721389651298523,0.7527606027310585
2023,r5_r5_g02,Final Four,Region 3,9,South Dakota St.,Region 2,13,Cleveland St.,0.7203254699707031,0.804345535656702
2023,r5_r5_g02,Final Four,Region 3,10,Alabama,Region 2,13,Cleveland St.,0.6879229545593262,0.7730804195925983
2023,r5_r5_g02,Final Four,Region 3,11,St. John's,Region 2,13,Cleveland St.,0.721389651298523,0.7527606027310585
2023,r5_r5_g02,Final Four,Region 3,12,Toledo,Region 2,13,Cleveland St.,0.3472190201282501,0.4085339338904869
2023,r5_r5_g02,Final Four,Region 3,13,Saint Louis,Region 2,13,Cleveland St.,0.15117481350898743,0.17325346104065437
2023,r5_r5_g02,Final Four,Region 3,14,James Madison,Region 2,13,Cleveland St.,0.20192360877990723,0.21869458342096698
2023,r5_r5_g02,Final Four,Region 3,15,Vermont,Region 2,13,Cleveland St.,0.2369358092546463,0.24723939726894145
2023,r5_r5_g02,Final Four,Region 3,16,Chattanooga,Region 2,13,Cleveland St.,0.20192360877990723,0.21869458342096698
2023,r5_r5_g02,Final Four,Region 3,1,Virginia Tech,Region 2,14,Hawaii,0.748525857925415,0.8103185536092115
2023,r5_r5_g02,Final Four,Region 3,2,Connecticut,Region 2,14,Hawaii,0.748525857925415,0.8319721010455979
2023,r5_r5_g02,Final Four,Region 3,3,Ohio St.,Region 2,14,Hawaii,0.748525857925415,0.7861732032497636
2023,r5_r5_g02,Final Four,Region 3,4,Tennessee,Region 2,14,Hawaii,0.748525857925415,0.7595687207878438
2023,r5_r5_g02,Final Four,Region 3,5,Iowa St.,Region 2,14,Hawaii,0.748525857925415,0.8103185536092115
2023,r5_r5_g02,Final Four,Region 3,6,North Carolina,Region 2,14,Hawaii,0.721389651298523,0.7527606027310585
2023,r5_r5_g02,Final Four,Region 3,7,Baylor,Region 2,14,Hawaii,0.748525857925415,0.7595687207878438
2023,r5_r5_g02,Final Four,Region 3,8,USC,Region 2,14,Hawaii,0.721389651298523,0.7527606027310585
2023,r5_r5_g02,Final Four,Region 3,9,South Dakota St.,Region 2,14,Hawaii,0.748525857925415,0.8319721010455979
2023,r5_r5_g02,Final Four,Region 3,10,Alabama,Region 2,14,Hawaii,0.748525857925415,0.8319721010455979
2023,r5_r5_g02,Final Four,Region 3,11,St. John's,Region 2,14,Hawaii,0.721389651298523,0.8267465389593457
2023,r5_r5_g02,Final Four,Region 3,12,Toledo,Region 2,14,Hawaii,0.748525857925415,0.8103185536092115
2023,r5_r5_g02,Final Four,Region 3,13,Saint Louis,Region 2,14,Hawaii,0.6506779789924622,0.6681801138197787
2023,r5_r5_g02,Final Four,Region 3,14,James Madison,Region 2,14,Hawaii,0.721389651298523,0.7527606027310585
2023,r5_r5_g02,Final Four,Region 3,15,Vermont,Region 2,14,Hawaii,0.671428382396698,0.7687947003958051
2023,r5_r5_g02,Final Four,Region 3,16,Chattanooga,Region 2,14,Hawaii,0.721389651298523,0.7527606027310585
2023,r5_r5_g02,Final Four,Region 3,1,Virginia Tech,Region 2,15,Gardner Webb,0.748525857925415,0.8319721010455979
2023,r5_r5_g02,Final Four,Region 3,2,Connecticut,Region 2,15,Gardner Webb,0.748525857925415,0.8319721010455979
2023,r5_r5_g02,Final Four,Region 3,3,Ohio St.,Region 2,15,Gardner Webb,0.6507971882820129,0.7887540957890401
2023,r5_r5_g02,Final Four,Region 3,4,Tennessee,Region 2,15,Gardner Webb,0.6861820816993713,0.7965903526988468
2023,r5_r5_g02,Final Four,Region 3,5,Iowa St.,Region 2,15,Gardner Webb,0.7203254699707031,0.804345535656702
2023,r5_r5_g02,Final Four,Region 3,6,North Carolina,Region 2,15,Gardner Webb,0.7203254699707031,0.804345535656702
2023,r5_r5_g02,Final Four,Region 3,7,Baylor,Region 2,15,Gardner Webb,0.748525857925415,0.8103185536092115
2023,r5_r5_g02,Final Four,Region 3,8,USC,Region 2,15,Gardner Webb,0.721389651298523,0.7527606027310585
2023,r5_r5_g02,Final Four,Region 3,9,South Dakota St.,Region 2,15,Gardner Webb,0.7203254699707031,0.8265349806825273
2023,r5_r5_g02,Final Four,Region 3,10,Alabama,Region 2,15,Gardner Webb,0.7203254699707031,0.8265349806825273
2023,r5_r5_g02,Final Four,Region 3,11,St. John's,Region 2,15,Gardner Webb,0.7199209332466125,0.8050835514705337
2023,r5_r5_g02,Final Four,Region 3,12,Toledo,Region 2,15,Gardner Webb,0.6507971882820129,0.81149614553703
2023,r5_r5_g02,Final Four,Region 3,13,Saint Louis,Region 2,15,Gardner Webb,0.5583707690238953,0.6334332041841627
2023,r5_r5_g02,Final Four,Region 3,14,James Madison,Region 2,15,Gardner Webb,0.688446581363678,0.7141927119765301
2023,r5_r5_g02,Final Four,Region 3,15,Vermont,Region 2,15,Gardner Webb,0.688446581363678,0.772173554010595
2023,r5_r5_g02,Final Four,Region 3,16,Chattanooga,Region 2,15,Gardner Webb,0.6492213010787964,0.7314422515159859
2023,r5_r5_g02,Final Four,Region 3,1,Virginia Tech,Region 2,16,Tennessee Tech,0.748525857925415,0.8103185536092115
2023,r5_r5_g02,Final Four,Region 3,2,Connecticut,Region 2,16,Tennessee Tech,0.748525857925415,0.8103185536092115
2023,r5_r5_g02,Final Four,Region 3,3,Ohio St.,Region 2,16,Tennessee Tech,0.6898005604743958,0.7721176707337404
2023,r5_r5_g02,Final Four,Region 3,4,Tennessee,Region 2,16,Tennessee Tech,0.748525857925415,0.8103185536092115
2023,r5_r5_g02,Final Four,Region 3,5,Iowa St.,Region 2,16,Tennessee Tech,0.748525857925415,0.8103185536092115
2023,r5_r5_g02,Final Four,Region 3,6,North Carolina,Region 2,16,Tennessee Tech,0.748525857925415,0.7595687207878438
2023,r5_r5_g02,Final Four,Region 3,7,Baylor,Region 2,16,Tennessee Tech,0.748525857925415,0.7595687207878438
2023,r5_r5_g02,Final Four,Region 3,8,USC,Region 2,16,Tennessee Tech,0.721389651298523,0.7527606027310585
2023,r5_r5_g02,Final Four,Region 3,9,South Dakota St.,Region 2,16,Tennessee Tech,0.748525857925415,0.8103185536092115
2023,r5_r5_g02,Final Four,Region 3,10,Alabama,Region 2,16,Tennessee Tech,0.748525857925415,0.8103185536092115
2023,r5_r5_g02,Final Four,Region 3,11,St. John's,Region 2,16,Tennessee Tech,0.748525857925415,0.8103185536092115
2023,r5_r5_g02,Final Four,Region 3,12,Toledo,Region 2,16,Tennessee Tech,0.7203254699707031,0.804345535656702
2023,r5_r5_g02,Final Four,Region 3,13,Saint Louis,Region 2,16,Tennessee Tech,0.5583707690238953,0.6334332041841627
2023,r5_r5_g02,Final Four,Region 3,14,James Madison,Region 2,16,Tennessee Tech,0.748525857925415,0.7595687207878438
2023,r5_r5_g02,Final Four,Region 3,15,Vermont,Region 2,16,Tennessee Tech,0.748525857925415,0.7878955308038316
2023,r5_r5_g02,Final Four,Region 3,16,Chattanooga,Region 2,16,Tennessee Tech,0.688446581363678,0.6805690864813236
2023,r6_r5_g01,Championship,Region 1,1,South Carolina,Region 2,1,Indiana,0.748525857925415,0.8103185536092115
2023,r6_r5_g01,Championship,Region 1,1,South Carolina,Region 2,2,Utah,0.748525857925415,0.8319721010455979
2023,r6_r5_g01,Championship,Region 1,1,South Carolina,Region 2,3,LSU,0.721389651298523,0.7527606027310585
2023,r6_r5_g01,Championship,Region 1,1,South Carolina,Region 2,4,Villanova,0.721389651298523,0.7813054165790331
2023,r6_r5_g01,Championship,Region 1,1,South Carolina,Region 2,5,Washington St.,0.721389651298523,0.7527606027310585
2023,r6_r5_g01,Championship,Region 1,1,South Carolina,Region 2,6,Michigan,0.748525857925415,0.8319721010455979
2023,r6_r5_g01,Championship,Region 1,1,South Carolina,Region 2,7,North Carolina St.,0.748525857925415,0.7595687207878438
2023,r6_r5_g01,Championship,Region 1,1,South Carolina,Region 2,8,Oklahoma St.,0.748525857925415,0.8103185536092115
2023,r6_r5_g01,Championship,Region 1,1,South Carolina,Region 2,9,Miami FL,0.748525857925415,0.8103185536092115
2023,r6_r5_g01,Championship,Region 1,1,South Carolina,Region 2,10,Princeton,0.721389651298523,0.7527606027310585
2023,r6_r5_g01,Championship,Region 1,1,South Carolina,Region 2,11,UNLV,0.748525857925415,0.8103185536092115
2023,r6_r5_g01,Championship,Region 1,1,South Carolina,Region 2,12,Florida Gulf Coast,0.748525857925415,0.7878955308038316
2023,r6_r5_g01,Championship,Region 1,1,South Carolina,Region 2,13,Cleveland St.,0.721389651298523,0.7527606027310585
2023,r6_r5_g01,Championship,Region 1,1,South Carolina,Region 2,14,Hawaii,0.748525857925415,0.8103185536092115
2023,r6_r5_g01,Championship,Region 1,1,South Carolina,Region 2,15,Gardner Webb,0.748525857925415,0.8103185536092115
2023,r6_r5_g01,Championship,Region 1,1,South Carolina,Region 2,16,Tennessee Tech,0.748525857925415,0.8103185536092115
2023,r6_r5_g01,Championship,Region 1,1,South Carolina,Region 3,1,Virginia Tech,0.748525857925415,0.7595687207878438
2023,r6_r5_g01,Championship,Region 1,1,South Carolina,Region 3,2,Connecticut,0.671428382396698,0.7391620988230359
2023,r6_r5_g01,Championship,Region 1,1,South Carolina,Region 3,3,Ohio St.,0.748525857925415,0.8103185536092115
2023,r6_r5_g01,Championship,Region 1,1,South Carolina,Region 3,4,Tennessee,0.748525857925415,0.8103185536092115
2023,r6_r5_g01,Championship,Region 1,1,South Carolina,Region 3,5,Iowa St.,0.721389651298523,0.7527606027310585
2023,r6_r5_g01,Championship,Region 1,1,South Carolina,Region 3,6,North Carolina,0.721389651298523,0.7527606027310585
2023,r6_r5_g01,Championship,Region 1,1,South Carolina,Region 3,7,Baylor,0.748525857925415,0.8103185536092115
2023,r6_r5_g01,Championship,Region 1,1,South Carolina,Region 3,8,USC,0.721389651298523,0.7527606027310585
2023,r6_r5_g01,Championship,Region 1,1,South Carolina,Region 3,9,South Dakota St.,0.721389651298523,0.7527606027310585
2023,r6_r5_g01,Championship,Region 1,1,South Carolina,Region 3,10,Alabama,0.748525857925415,0.8103185536092115
2023,r6_r5_g01,Championship,Region 1,1,South Carolina,Region 3,11,St. John's,0.748525857925415,0.8103185536092115
2023,r6_r5_g01,Championship,Region 1,1,South Carolina,Region 3,12,Toledo,0.748525857925415,0.8103185536092115
2023,r6_r5_g01,Championship,Region 1,1,South Carolina,Region 3,13,Saint Louis,0.748525857925415,0.8319721010455979
2023,r6_r5_g01,Championship,Region 1,1,South Carolina,Region 3,14,James Madison,0.721389651298523,0.7527606027310585
2023,r6_r5_g01,Championship,Region 1,1,South Carolina,Region 3,15,Vermont,0.721389651298523,0.7527606027310585
2023,r6_r5_g01,Championship,Region 1,1,South Carolina,Region 3,16,Chattanooga,0.748525857925415,0.8103185536092115
2023,r6_r5_g01,Championship,Region 1,2,Maryland,Region 2,1,Indiana,0.15117481350898743,0.17346501931747266
2023,r6_r5_g01,Championship,Region 1,2,Maryland,Region 2,2,Utah,0.15117481350898743,0.2537676675742784
2023,r6_r5_g01,Championship,Region 1,2,Maryland,Region 2,3,LSU,0.1729152798652649,0.19383800774754154
2023,r6_r5_g01,Championship,Region 1,2,Maryland,Region 2,4,Villanova,0.20312316715717316,0.2885693910358153
2023,r6_r5_g01,Championship,Region 1,2,Maryland,Region 2,5,Washington St.,0.6075882911682129,0.7205681492434589
2023,r6_r5_g01,Championship,Region 1,2,Maryland,Region 2,6,Michigan,0.6075882911682129,0.7770801440225674
2023,r6_r5_g01,Championship,Region 1,2,Maryland,Region 2,7,North Carolina St.,0.6075882911682129,0.7205681492434589
2023,r6_r5_g01,Championship,Region 1,2,Maryland,Region 2,8,Oklahoma St.,0.6075882911682129,0.7770801440225674
2023,r6_r5_g01,Championship,Region 1,2,Maryland,Region 2,9,Miami FL,0.6507971882820129,0.7887540957890401
2023,r6_r5_g01,Championship,Region 1,2,Maryland,Region 2,10,Princeton,0.6075882911682129,0.7505612841604329
2023,r6_r5_g01,Championship,Region 1,2,Maryland,Region 2,11,UNLV,0.6075882911682129,0.7519694388945437
2023,r6_r5_g01,Championship,Region 1,2,Maryland,Region 2,12,Florida Gulf Coast,0.6075882911682129,0.7205681492434589
2023,r6_r5_g01,Championship,Region 1,2,Maryland,Region 2,13,Cleveland St.,0.6075882911682129,0.7194445852569383
2023,r6_r5_g01,Championship,Region 1,2,Maryland,Region 2,14,Hawaii,0.721389651298523,0.8267465389593457
2023,r6_r5_g01,Championship,Region 1,2,Maryland,Region 2,15,Gardner Webb,0.6507971882820129,0.7887540957890401
2023,r6_r5_g01,Championship,Region 1,2,Maryland,Region 2,16,Tennessee Tech,0.6507971882820129,0.7617146503867597
2023,r6_r5_g01,Championship,Region 1,2,Maryland,Region 3,1,Virginia Tech,0.15117481350898743,0.17346501931747266
2023,r6_r5_g01,Championship,Region 1,2,Maryland,Region 3,2,Connecticut,0.15117481350898743,0.168027898954402
2023,r6_r5_g01,Championship,Region 1,2,Maryland,Region 3,3,Ohio St.,0.6507971882820129,0.7887540957890401
2023,r6_r5_g01,Championship,Region 1,2,Maryland,Region 3,4,Tennessee,0.20312316715717316,0.25848690320369355
2023,r6_r5_g01,Championship,Region 1,2,Maryland,Region 3,5,Iowa St.,0.20312316715717316,0.23831112270554325
2023,r6_r5_g01,Championship,Region 1,2,Maryland,Region 3,6,North Carolina,0.6075882911682129,0.7505612841604329
2023,r6_r5_g01,Championship,Region 1,2,Maryland,Region 3,7,Baylor,0.6075882911682129,0.7205681492434589
2023,r6_r5_g01,Championship,Region 1,2,Maryland,Region 3,8,USC,0.6879229545593262,0.7438140627250368
2023,r6_r5_g01,Championship,Region 1,2,Maryland,Region 3,9,South Dakota St.,0.6075882911682129,0.7205681492434589
2023,r6_r5_g01,Championship,Region 1,2,Maryland,Region 3,10,Alabama,0.6075882911682129,0.7205681492434589
2023,r6_r5_g01,Championship,Region 1,2,Maryland,Region 3,11,St. John's,0.6075882911682129,0.7205681492434589
2023,r6_r5_g01,Championship,Region 1,2,Maryland,Region 3,12,Toledo,0.6075882911682129,0.7770801440225674
2023,r6_r5_g01,Championship,Region 1,2,Maryland,Region 3,13,Saint Louis,0.721389651298523,0.8267465389593457
2023,r6_r5_g01,Championship,Region 1,2,Maryland,Region 3,14,James Madison,0.6480579972267151,0.7624376723531897
2023,r6_r5_g01,Championship,Region 1,2,Maryland,Region 3,15,Vermont,0.6075882911682129,0.7194445852569383
2023,r6_r5_g01,Championship,Region 1,2,Maryland,Region 3,16,Chattanooga,0.6075882911682129,0.7505612841604329
2023,r6_r5_g01,Championship,Region 1,3,Notre Dame,Region 2,1,Indiana,0.1742979735136032,0.19793656192332187
2023,r6_r5_g01,Championship,Region 1,3,Notre Dame,Region 2,2,Utah,0.5351201295852661,0.6930132061791299
2023,r6_r5_g01,Championship,Region 1,3,Notre Dame,Region 2,3,LSU,0.20192360877990723,0.21869458342096698
2023,r6_r5_g01,Championship,Region 1,3,Notre Dame,Region 2,4,Villanova,0.671428382396698,0.7687947003958051
2023,r6_r5_g01,Championship,Region 1,3,Notre Dame,Region 2,5,Washington St.,0.721389651298523,0.7527606027310585
2023,r6_r5_g01,Championship,Region 1,3,Notre Dame,Region 2,6,Michigan,0.748525857925415,0.8319721010455979
2023,r6_r5_g01,Championship,Region 1,3,Notre Dame,Region 2,7,North Carolina St.,0.748525857925415,0.7595687207878438
2023,r6_r5_g01,Championship,Region 1,3,Notre Dame,Region 2,8,Oklahoma St.,0.7203254699707031,0.804345535656702
2023,r6_r5_g01,Championship,Region 1,3,Notre Dame,Region 2,9,Miami FL,0.748525857925415,0.8103185536092115
2023,r6_r5_g01,Championship,Region 1,3,Notre Dame,Region 2,10,Princeton,0.721389651298523,0.7527606027310585
2023,r6_r5_g01,Championship,Region 1,3,Notre Dame,Region 2,11,UNLV,0.748525857925415,0.8103185536092115
2023,r6_r5_g01,Championship,Region 1,3,Notre Dame,Region 2,12,Florida Gulf Coast,0.6507971882820129,0.7016560584540891
2023,r6_r5_g01,Championship,Region 1,3,Notre Dame,Region 2,13,Cleveland St.,0.721389651298523,0.7527606027310585
2023,r6_r5_g01,Championship,Region 1,3,Notre Dame,Region 2,14,Hawaii,0.748525857925415,0.8103185536092115
2023,r6_r5_g01,Championship,Region 1,3,Notre Dame,Region 2,15,Gardner Webb,0.748525857925415,0.8103185536092115
2023,r6_r5_g01,Championship,Region 1,3,Notre Dame,Region 2,16,Tennessee Tech,0.748525857925415,0.8103185536092115
2023,r6_r5_g01,Championship,Region 1,3,Notre Dame,Region 3,1,Virginia Tech,0.2369358092546463,0.28159089317242064
2023,r6_r5_g01,Championship,Region 1,3,Notre Dame,Region 3,2,Connecticut,0.15117481350898743,0.168027898954402
2023,r6_r5_g01,Championship,Region 1,3,Notre Dame,Region 3,3,Ohio St.,0.748525857925415,0.8103185536092115
2023,r6_r5_g01,Championship,Region 1,3,Notre Dame,Region 3,4,Tennessee,0.7062769532203674,0.7780240285489153
2023,r6_r5_g01,Championship,Region 1,3,Notre Dame,Region 3,5,Iowa St.,0.6044827699661255,0.5459668562240985
2023,r6_r5_g01,Championship,Region 1,3,Notre Dame,Region 3,6,North Carolina,0.721389651298523,0.7527606027310585
2023,r6_r5_g01,Championship,Region 1,3,Notre Dame,Region 3,7,Baylor,0.748525857925415,0.7595687207878438
2023,r6_r5_g01,Championship,Region 1,3,Notre Dame,Region 3,8,USC,0.721389651298523,0.7527606027310585
2023,r6_r5_g01,Championship,Region 1,3,Notre Dame,Region 3,9,South Dakota St.,0.6522461771965027,0.7021214119288409
2023,r6_r5_g01,Championship,Region 1,3,Notre Dame,Region 3,10,Alabama,0.7203254699707031,0.752485748252156
2023,r6_r5_g01,Championship,Region 1,3,Notre Dame,Region 3,11,St. John's,0.748525857925415,0.7878955308038316
2023,r6_r5_g01,Championship,Region 1,3,Notre Dame,Region 3,12,Toledo,0.748525857925415,0.8103185536092115
2023,r6_r5_g01,Championship,Region 1,3,Notre Dame,Region 3,13,Saint Louis,0.748525857925415,0.8319721010455979
2023,r6_r5_g01,Championship,Region 1,3,Notre Dame,Region 3,14,James Madison,0.721389651298523,0.7527606027310585
2023,r6_r5_g01,Championship,Region 1,3,Notre Dame,Region 3,15,Vermont,0.6879229545593262,0.7438140627250368
2023,r6_r5_g01,Championship,Region 1,3,Notre Dame,Region 3,16,Chattanooga,0.748525857925415,0.7595687207878438
2023,r6_r5_g01,Championship,Region 1,4,UCLA,Region 2,1,Indiana,0.15117481350898743,0.168027898954402
2023,r6_r5_g01,Championship,Region 1,4,UCLA,Region 2,2,Utah,0.15117481350898743,0.168027898954402
2023,r6_r5_g01,Championship,Region 1,4,UCLA,Region 2,3,LSU,0.15117481350898743,0.17325346104065437
