game_id,side,id,year,region,round,high_bracket_seed,high_bracket_team,low_bracket_seed,low_bracket_team,high_bracket_score,low_bracket_score,point_diff,point_total,win
20151101a,a,1101,2015,Region 1,First Round,1,2015 Kentucky,16,2015 Hampton,79,56,23,135,1
20151102a,a,1102,2015,Region 1,First Round,8,2015 Cincinnati,9,2015 Purdue,66,65,1,131,1
20151103a,a,1103,2015,Region 1,First Round,5,2015 West Virginia,12,2015 Buffalo,68,62,6,130,1
20151104a,a,1104,2015,Region 1,First Round,4,2015 Maryland,13,2015 Valparaiso,65,62,3,127,1
20151105a,a,1105,2015,Region 1,First Round,6,2015 Butler,11,2015 Texas,56,48,8,104,1
20151106a,a,1106,2015,Region 1,First Round,3,2015 Notre Dame,14,2015 Northeastern,69,65,4,134,1
20151107a,a,1107,2015,Region 1,First Round,7,2015 Wichita St.,10,2015 Indiana,81,76,5,157,1
20151108a,a,1108,2015,Region 1,First Round,2,2015 Kansas,15,2015 New Mexico St.,75,56,19,131,1
20151201a,a,1201,2015,Region 4,First Round,1,2015 Wisconsin,16,2015 Coastal Carolina,86,72,14,158,1
20151202a,a,1202,2015,Region 4,First Round,8,2015 Oregon,9,2015 Oklahoma St.,79,73,6,152,1
20151203a,a,1203,2015,Region 4,First Round,5,2015 Arkansas,12,2015 Wofford,56,53,3,109,1
20151204a,a,1204,2015,Region 4,First Round,4,2015 North Carolina,13,2015 Harvard,67,65,2,132,1
20151205a,a,1205,2015,Region 4,First Round,6,2015 Xavier,11,2015 Mississippi,76,57,19,133,1
20151206a,a,1206,2015,Region 4,First Round,3,2015 Baylor,14,2015 Georgia St.,56,57,-1,113,0
20151207a,a,1207,2015,Region 4,First Round,7,2015 VCU,10,2015 Ohio St.,72,75,-3,147,0
20151208a,a,1208,2015,Region 4,First Round,2,2015 Arizona,15,2015 Texas Southern,93,72,21,165,1
20151301a,a,1301,2015,Region 2,First Round,1,2015 Villanova,16,2015 Lafayette,93,52,41,145,1
20151302a,a,1302,2015,Region 2,First Round,8,2015 NC St.,9,2015 LSU,66,65,1,131,1
20151303a,a,1303,2015,Region 2,First Round,5,2015 Northern Iowa,12,2015 Wyoming,71,54,17,125,1
20151304a,a,1304,2015,Region 2,First Round,4,2015 Louisville,13,2015 UC Irvine,57,55,2,112,1
20151305a,a,1305,2015,Region 2,First Round,6,2015 Providence,11,2015 Dayton,53,66,-13,119,0
20151306a,a,1306,2015,Region 2,First Round,3,2015 Oklahoma,14,2015 Albany,69,60,9,129,1
20151307a,a,1307,2015,Region 2,First Round,7,2015 Michigan St.,10,2015 Georgia,70,63,7,133,1
20151308a,a,1308,2015,Region 2,First Round,2,2015 Virginia,15,2015 Belmont,79,67,12,146,1
20151401a,a,1401,2015,Region 3,First Round,1,2015 Duke,16,2015 Robert Morris,85,56,29,141,1
20151402a,a,1402,2015,Region 3,First Round,8,2015 San Diego St.,9,2015 St. John's,76,64,12,140,1
20151403a,a,1403,2015,Region 3,First Round,5,2015 Utah,12,2015 Stephen F. Austin,57,50,7,107,1
20151404a,a,1404,2015,Region 3,First Round,4,2015 Georgetown,13,2015 Eastern Washington,84,74,10,158,1
20151405a,a,1405,2015,Region 3,First Round,6,2015 SMU,11,2015 UCLA,59,60,-1,119,0
20151406a,a,1406,2015,Region 3,First Round,3,2015 Iowa St.,14,2015 UAB,59,60,-1,119,0
20151407a,a,1407,2015,Region 3,First Round,7,2015 Iowa,10,2015 Davidson,83,52,31,135,1
20151408a,a,1408,2015,Region 3,First Round,2,2015 Gonzaga,15,2015 North Dakota St.,86,76,10,162,1
20152109a,a,2109,2015,Region 1,Second Round,1,2015 Kentucky,8,2015 Cincinnati,64,51,13,115,1
20152110a,a,2110,2015,Region 1,Second Round,5,2015 West Virginia,4,2015 Maryland,69,59,10,128,1
20152111a,a,2111,2015,Region 1,Second Round,6,2015 Butler,3,2015 Notre Dame,64,67,-3,131,0
20152112a,a,2112,2015,Region 1,Second Round,7,2015 Wichita St.,2,2015 Kansas,78,65,13,143,1
20152209a,a,2209,2015,Region 4,Second Round,1,2015 Wisconsin,8,2015 Oregon,72,65,7,137,1
20152210a,a,2210,2015,Region 4,Second Round,5,2015 Arkansas,4,2015 North Carolina,78,87,-9,165,0
20152211a,a,2211,2015,Region 4,Second Round,6,2015 Xavier,14,2015 Georgia St.,75,67,8,142,1
20152212a,a,2212,2015,Region 4,Second Round,10,2015 Ohio St.,2,2015 Arizona,58,73,-15,131,0
20152309a,a,2309,2015,Region 2,Second Round,1,2015 Villanova,8,2015 NC St.,68,71,-3,139,0
20152310a,a,2310,2015,Region 2,Second Round,5,2015 Northern Iowa,4,2015 Louisville,53,66,-13,119,0
20152311a,a,2311,2015,Region 2,Second Round,11,2015 Dayton,3,2015 Oklahoma,66,72,-6,138,0
20152312a,a,2312,2015,Region 2,Second Round,7,2015 Michigan St.,2,2015 Virginia,60,54,6,114,1
20152409a,a,2409,2015,Region 3,Second Round,1,2015 Duke,8,2015 San Diego St.,68,49,19,117,1
20152410a,a,2410,2015,Region 3,Second Round,5,2015 Utah,4,2015 Georgetown,75,64,11,139,1
20152411a,a,2411,2015,Region 3,Second Round,11,2015 UCLA,14,2015 UAB,92,75,17,167,1
20152412a,a,2412,2015,Region 3,Second Round,7,2015 Iowa,2,2015 Gonzaga,68,87,-19,155,0
20153113a,a,3113,2015,Region 1,Sweet 16,1,2015 Kentucky,5,2015 West Virginia,78,39,39,117,1
20153113a,a,3113,2015,Region 1,Sweet 16,3,2015 Notre Dame,7,2015 Wichita St.,81,70,11,151,1
20153213a,a,3213,2015,Region 4,Sweet 16,1,2015 Wisconsin,4,2015 North Carolina,79,72,7,151,1
20153214a,a,3214,2015,Region 4,Sweet 16,6,2015 Xavier,2,2015 Arizona,60,68,-8,128,0
20153313a,a,3313,2015,Region 2,Sweet 16,8,2015 NC St.,4,2015 Louisville,65,75,-10,140,0
20153314a,a,3314,2015,Region 2,Sweet 16,3,2015 Oklahoma,7,2015 Michigan St.,58,62,-4,120,0
20153413a,a,3413,2015,Region 3,Sweet 16,1,2015 Duke,5,2015 Utah,63,57,6,120,1
20153414a,a,3414,2015,Region 3,Sweet 16,11,2015 UCLA,2,2015 Gonzaga,62,74,-12,136,0
20154115a,a,4115,2015,Region 1,Elite Eight,1,2015 Kentucky,3,2015 Notre Dame,68,66,2,134,1
20154215a,a,4215,2015,Region 4,Elite Eight,1,2015 Wisconsin,2,2015 Arizona,85,78,7,163,1
20154315a,a,4315,2015,Region 2,Elite Eight,4,2015 Louisville,7,2015 Michigan St.,70,76,-6,146,0
20154415a,a,4415,2015,Region 3,Elite Eight,1,2015 Duke,2,2015 Gonzaga,66,52,14,118,1
20155516a,a,5516,2015,Final Four,Final Four,1,2015 Kentucky,1,2015 Wisconsin,64,71,-7,135,0
20155517a,a,5517,2015,Final Four,Final Four,7,2015 Michigan St.,1,2015 Duke,61,81,-20,142,0
20155618a,a,5618,2015,Final Four,Championship,1,2015 Wisconsin,1,2015 Duke,63,68,-5,131,0
20161101a,a,1101,2016,Region 1,First Round,1,2016 Kansas,16,2016 Austin Peay,105,79,26,184,1
20161102a,a,1102,2016,Region 1,First Round,8,2016 Colorado,9,2016 Connecticut,67,74,-7,141,0
20161103a,a,1103,2016,Region 1,First Round,5,2016 Maryland,12,2016 South Dakota St.,79,74,5,153,1
20161104a,a,1104,2016,Region 1,First Round,4,2016 California,13,2016 Hawaii,66,77,-11,143,0
20161105a,a,1105,2016,Region 1,First Round,6,2016 Arizona,11,2016 Wichita St.,55,65,-10,120,0
20161106a,a,1106,2016,Region 1,First Round,3,2016 Miami FL,14,2016 Buffalo,79,72,7,151,1
20161107a,a,1107,2016,Region 1,First Round,7,2016 Iowa,10,2016 Temple,72,70,2,142,1
20161108a,a,1108,2016,Region 1,First Round,2,2016 Villanova,15,2016 UNC Asheville,86,56,30,142,1
20161201a,a,1201,2016,Region 4,First Round,1,2016 Oregon,16,2016 Holy Cross,91,52,39,143,1
20161202a,a,1202,2016,Region 4,First Round,8,2016 Saint Joseph's,9,2016 Cincinnati,78,76,2,154,1
20161203a,a,1203,2016,Region 4,First Round,5,2016 Baylor,12,2016 Yale,75,79,-4,154,0
20161204a,a,1204,2016,Region 4,First Round,4,2016 Duke,13,2016 UNC Wilmington,93,85,8,178,1
20161205a,a,1205,2016,Region 4,First Round,6,2016 Texas,11,2016 Northern Iowa,72,75,-3,147,0
20161206a,a,1206,2016,Region 4,First Round,3,2016 Texas A&M,14,2016 Green Bay,92,65,27,157,1
20161207a,a,1207,2016,Region 4,First Round,7,2016 Oregon St.,10,2016 VCU,67,75,-8,142,0
20161208a,a,1208,2016,Region 4,First Round,2,2016 Oklahoma,15,2016 Cal St. Bakersfield,82,68,14,150,1
20161301a,a,1301,2016,Region 2,First Round,1,2016 North Carolina,16,2016 Florida Gulf Coast,83,67,16,150,1
20161302a,a,1302,2016,Region 2,First Round,8,2016 USC,9,2016 Providence,69,70,-1,139,0
20161303a,a,1303,2016,Region 2,First Round,5,2016 Indiana,12,2016 Chattanooga,99,74,25,173,1
20161304a,a,1304,2016,Region 2,First Round,4,2016 Kentucky,13,2016 Stony Brook,85,57,28,142,1
20161305a,a,1305,2016,Region 2,First Round,6,2016 Notre Dame,11,2016 Michigan,70,63,7,133,1
20161306a,a,1306,2016,Region 2,First Round,3,2016 West Virginia,14,2016 Stephen F. Austin,56,70,-14,126,0
20161307a,a,1307,2016,Region 2,First Round,7,2016 Wisconsin,10,2016 Pittsburgh,47,43,4,90,1
20161308a,a,1308,2016,Region 2,First Round,2,2016 Xavier,15,2016 Weber St.,71,53,18,124,1
20161401a,a,1401,2016,Region 3,First Round,1,2016 Virginia,16,2016 Hampton,81,45,36,126,1
20161402a,a,1402,2016,Region 3,First Round,8,2016 Texas Tech,9,2016 Butler,61,71,-10,132,0
20161403a,a,1403,2016,Region 3,First Round,5,2016 Purdue,12,2016 Little Rock,83,85,-2,168,0
20161404a,a,1404,2016,Region 3,First Round,4,2016 Iowa St.,13,2016 Iona,94,81,13,175,1
20161405a,a,1405,2016,Region 3,First Round,6,2016 Seton Hall,11,2016 Gonzaga,52,68,-16,120,0
20161406a,a,1406,2016,Region 3,First Round,3,2016 Utah,14,2016 Fresno St.,80,69,11,149,1
20161407a,a,1407,2016,Region 3,First Round,7,2016 Dayton,10,2016 Syracuse,51,70,-19,121,0
20161408a,a,1408,2016,Region 3,First Round,2,2016 Michigan St.,15,2016 Middle Tennessee,81,90,-9,171,0
20162109a,a,2109,2016,Region 1,Second Round,1,2016 Kansas,9,2016 Connecticut,73,61,12,134,1
20162110a,a,2110,2016,Region 1,Second Round,5,2016 Maryland,13,2016 Hawaii,73,60,13,133,1
20162111a,a,2111,2016,Region 1,Second Round,11,2016 Wichita St.,3,2016 Miami FL,57,65,-8,122,0
20162112a,a,2112,2016,Region 1,Second Round,7,2016 Iowa,2,2016 Villanova,68,87,-19,155,0
20162209a,a,2209,2016,Region 4,Second Round,1,2016 Oregon,8,2016 Saint Joseph's,69,64,5,133,1
20162210a,a,2210,2016,Region 4,Second Round,12,2016 Yale,4,2016 Duke,64,71,-7,135,0
20162211a,a,2211,2016,Region 4,Second Round,11,2016 Northern Iowa,3,2016 Texas A&M,88,92,-4,180,0
20162212a,a,2212,2016,Region 4,Second Round,10,2016 VCU,2,2016 Oklahoma,81,85,-4,166,0
20162309a,a,2309,2016,Region 2,Second Round,1,2016 North Carolina,9,2016 Providence,85,66,19,151,1
20162310a,a,2310,2016,Region 2,Second Round,5,2016 Indiana,4,2016 Kentucky,73,67,6,140,1
20162311a,a,2311,2016,Region 2,Second Round,6,2016 Notre Dame,14,2016 Stephen F. Austin,76,75,1,151,1
20162312a,a,2312,2016,Region 2,Second Round,7,2016 Wisconsin,2,2016 Xavier,66,63,3,129,1
20162409a,a,2409,2016,Region 3,Second Round,1,2016 Virginia,9,2016 Butler,77,69,8,146,1
20162410a,a,2410,2016,Region 3,Second Round,12,2016 Little Rock,4,2016 Iowa St.,61,78,-17,139,0
20162411a,a,2411,2016,Region 3,Second Round,11,2016 Gonzaga,3,2016 Utah,82,59,23,141,1
20162412a,a,2412,2016,Region 3,Second Round,10,2016 Syracuse,15,2016 Middle Tennessee,75,50,25,125,1
20163113a,a,3113,2016,Region 1,Sweet 16,1,2016 Kansas,5,2016 Maryland,79,63,16,142,1
20163113a,a,3113,2016,Region 1,Sweet 16,3,2016 Miami FL,2,2016 Villanova,69,92,-23,161,0
20163213a,a,3213,2016,Region 4,Sweet 16,1,2016 Oregon,4,2016 Duke,82,68,14,150,1
20163214a,a,3214,2016,Region 4,Sweet 16,3,2016 Texas A&M,2,2016 Oklahoma,63,77,-14,140,0
20163313a,a,3313,2016,Region 2,Sweet 16,1,2016 North Carolina,5,2016 Indiana,101,86,15,187,1
20163314a,a,3314,2016,Region 2,Sweet 16,6,2016 Notre Dame,7,2016 Wisconsin,61,56,5,117,1
20163413a,a,3413,2016,Region 3,Sweet 16,1,2016 Virginia,4,2016 Iowa St.,84,71,13,155,1
20163414a,a,3414,2016,Region 3,Sweet 16,11,2016 Gonzaga,10,2016 Syracuse,60,63,-3,123,0
20164115a,a,4115,2016,Region 1,Elite Eight,1,2016 Kansas,2,2016 Villanova,59,64,-5,123,0
20164215a,a,4215,2016,Region 4,Elite Eight,1,2016 Oregon,2,2016 Oklahoma,68,80,-12,148,0
20164315a,a,4315,2016,Region 2,Elite Eight,1,2016 North Carolina,6,2016 Notre Dame,88,74,14,162,1
20164415a,a,4415,2016,Region 3,Elite Eight,1,2016 Virginia,10,2016 Syracuse,62,68,-6,130,0
20165516a,a,5516,2016,Final Four,Final Four,2,2016 Villanova,2,2016 Oklahoma,95,51,44,146,1
20165517a,a,5517,2016,Final Four,Final Four,1,2016 North Carolina,10,2016 Syracuse,83,66,17,149,1
20165618a,a,5618,2016,Final Four,Championship,2,2016 Villanova,1,2016 North Carolina,77,74,3,151,1
20171101a,a,1101,2017,Region 1,First Round,1,2017 Villanova,16,2017 Mount St. Mary's,76,56,20,132,1
20171102a,a,1102,2017,Region 1,First Round,8,2017 Wisconsin,9,2017 Virginia Tech,84,74,10,158,1
20171103a,a,1103,2017,Region 1,First Round,5,2017 Virginia,12,2017 UNC Wilmington,76,71,5,147,1
20171104a,a,1104,2017,Region 1,First Round,4,2017 Florida,13,2017 East Tennessee St.,80,65,15,145,1
20171105a,a,1105,2017,Region 1,First Round,6,2017 SMU,11,2017 USC,65,66,-1,131,0
20171106a,a,1106,2017,Region 1,First Round,3,2017 Baylor,14,2017 New Mexico St.,91,73,18,164,1
20171107a,a,1107,2017,Region 1,First Round,7,2017 South Carolina,10,2017 Marquette,93,73,20,166,1
20171108a,a,1108,2017,Region 1,First Round,2,2017 Duke,15,2017 Troy,87,65,22,152,1
20171201a,a,1201,2017,Region 4,First Round,1,2017 Gonzaga,16,2017 South Dakota St.,66,46,20,112,1
20171202a,a,1202,2017,Region 4,First Round,8,2017 Northwestern,9,2017 Vanderbilt,68,66,2,134,1
20171203a,a,1203,2017,Region 4,First Round,5,2017 Notre Dame,12,2017 Princeton,60,58,2,118,1
20171204a,a,1204,2017,Region 4,First Round,4,2017 West Virginia,13,2017 Bucknell,86,80,6,166,1
20171205a,a,1205,2017,Region 4,First Round,6,2017 Maryland,11,2017 Xavier,65,76,-11,141,0
20171206a,a,1206,2017,Region 4,First Round,3,2017 Florida St.,14,2017 Florida Gulf Coast,86,80,6,166,1
20171207a,a,1207,2017,Region 4,First Round,7,2017 Saint Mary's,10,2017 VCU,85,77,8,162,1
20171208a,a,1208,2017,Region 4,First Round,2,2017 Arizona,15,2017 North Dakota,100,82,18,182,1
20171301a,a,1301,2017,Region 2,First Round,1,2017 Kansas,16,2017 UC Davis,100,62,38,162,1
20171302a,a,1302,2017,Region 2,First Round,8,2017 Miami FL,9,2017 Michigan St.,58,78,-20,136,0
20171303a,a,1303,2017,Region 2,First Round,5,2017 Iowa St.,12,2017 Nevada,84,73,11,157,1
20171304a,a,1304,2017,Region 2,First Round,4,2017 Purdue,13,2017 Vermont,80,70,10,150,1
20171305a,a,1305,2017,Region 2,First Round,6,2017 Creighton,11,2017 Rhode Island,72,84,-12,156,0
20171306a,a,1306,2017,Region 2,First Round,3,2017 Oregon,14,2017 Iona,93,77,16,170,1
20171307a,a,1307,2017,Region 2,First Round,7,2017 Michigan,10,2017 Oklahoma St.,92,91,1,183,1
20171308a,a,1308,2017,Region 2,First Round,2,2017 Louisville,15,2017 Jacksonville St.,78,63,15,141,1
20171401a,a,1401,2017,Region 3,First Round,1,2017 North Carolina,16,2017 Texas Southern,103,64,39,167,1
20171402a,a,1402,2017,Region 3,First Round,8,2017 Arkansas,9,2017 Seton Hall,77,71,6,148,1
20171403a,a,1403,2017,Region 3,First Round,5,2017 Minnesota,12,2017 Middle Tennessee,72,81,-9,153,0
20171404a,a,1404,2017,Region 3,First Round,4,2017 Butler,13,2017 Winthrop,76,64,12,140,1
20171405a,a,1405,2017,Region 3,First Round,6,2017 Cincinnati,11,2017 Kansas St.,75,61,14,136,1
20171406a,a,1406,2017,Region 3,First Round,3,2017 UCLA,14,2017 Kent St.,97,80,17,177,1
20171407a,a,1407,2017,Region 3,First Round,7,2017 Dayton,10,2017 Wichita St.,58,64,-6,122,0
20171408a,a,1408,2017,Region 3,First Round,2,2017 Kentucky,15,2017 Northern Kentucky,79,70,9,149,1
20172109a,a,2109,2017,Region 1,Second Round,1,2017 Villanova,8,2017 Wisconsin,62,65,-3,127,0
20172110a,a,2110,2017,Region 1,Second Round,5,2017 Virginia,4,2017 Florida,39,65,-26,104,0
20172111a,a,2111,2017,Region 1,Second Round,11,2017 USC,3,2017 Baylor,78,82,-4,160,0
20172112a,a,2112,2017,Region 1,Second Round,7,2017 South Carolina,2,2017 Duke,88,81,7,169,1
20172209a,a,2209,2017,Region 4,Second Round,1,2017 Gonzaga,8,2017 Northwestern,79,73,6,152,1
20172210a,a,2210,2017,Region 4,Second Round,5,2017 Notre Dame,4,2017 West Virginia,71,83,-12,154,0
20172211a,a,2211,2017,Region 4,Second Round,11,2017 Xavier,3,2017 Florida St.,91,66,25,157,1
20172212a,a,2212,2017,Region 4,Second Round,7,2017 Saint Mary's,2,2017 Arizona,60,69,-9,129,0
20172309a,a,2309,2017,Region 2,Second Round,1,2017 Kansas,9,2017 Michigan St.,90,70,20,160,1
20172310a,a,2310,2017,Region 2,Second Round,5,2017 Iowa St.,4,2017 Purdue,76,80,-4,156,0
20172311a,a,2311,2017,Region 2,Second Round,11,2017 Rhode Island,3,2017 Oregon,72,75,-3,147,0
20172312a,a,2312,2017,Region 2,Second Round,7,2017 Michigan,2,2017 Louisville,73,69,4,142,1
20172409a,a,2409,2017,Region 3,Second Round,1,2017 North Carolina,8,2017 Arkansas,72,65,7,137,1
20172410a,a,2410,2017,Region 3,Second Round,12,2017 Middle Tennessee,4,2017 Butler,65,74,-9,139,0
20172411a,a,2411,2017,Region 3,Second Round,6,2017 Cincinnati,3,2017 UCLA,67,79,-12,146,0
20172412a,a,2412,2017,Region 3,Second Round,10,2017 Wichita St.,2,2017 Kentucky,62,65,-3,127,0
20173113a,a,3113,2017,Region 1,Sweet 16,8,2017 Wisconsin,4,2017 Florida,83,84,-1,167,0
20173113a,a,3113,2017,Region 1,Sweet 16,3,2017 Baylor,7,2017 South Carolina,50,70,-20,120,0
20173213a,a,3213,2017,Region 4,Sweet 16,1,2017 Gonzaga,4,2017 West Virginia,61,58,3,119,1
20173214a,a,3214,2017,Region 4,Sweet 16,11,2017 Xavier,2,2017 Arizona,73,71,2,144,1
20173313a,a,3313,2017,Region 2,Sweet 16,1,2017 Kansas,4,2017 Purdue,98,66,32,164,1
20173314a,a,3314,2017,Region 2,Sweet 16,3,2017 Oregon,7,2017 Michigan,69,68,1,137,1
20173413a,a,3413,2017,Region 3,Sweet 16,1,2017 North Carolina,4,2017 Butler,92,80,12,172,1
20173414a,a,3414,2017,Region 3,Sweet 16,3,2017 UCLA,2,2017 Kentucky,75,86,-11,161,0
20174115a,a,4115,2017,Region 1,Elite Eight,4,2017 Florida,7,2017 South Carolina,70,77,-7,147,0
20174215a,a,4215,2017,Region 4,Elite Eight,1,2017 Gonzaga,11,2017 Xavier,83,59,24,142,1
20174315a,a,4315,2017,Region 2,Elite Eight,1,2017 Kansas,3,2017 Oregon,60,74,-14,134,0
20174415a,a,4415,2017,Region 3,Elite Eight,1,2017 North Carolina,2,2017 Kentucky,75,73,2,148,1
20175516a,a,5516,2017,Final Four,Final Four,7,2017 South Carolina,1,2017 Gonzaga,73,77,-4,150,0
20175517a,a,5517,2017,Final Four,Final Four,3,2017 Oregon,1,2017 North Carolina,76,77,-1,153,0
20175618a,a,5618,2017,Final Four,Championship,1,2017 Gonzaga,1,2017 North Carolina,65,71,-6,136,0
20181102a,a,1102,2018,Region 1,First Round,8,2018 Creighton,9,2018 Kansas St.,59,69,-10,128,0
20181103a,a,1103,2018,Region 1,First Round,5,2018 Kentucky,12,2018 Davidson,78,73,5,151,1
20181104a,a,1104,2018,Region 1,First Round,4,2018 Arizona,13,2018 Buffalo,68,89,-21,157,0
20181105a,a,1105,2018,Region 1,First Round,6,2018 Miami FL,11,2018 Loyola Chicago,62,64,-2,126,0
20181106a,a,1106,2018,Region 1,First Round,3,2018 Tennessee,14,2018 Wright St.,73,47,26,120,1
20181107a,a,1107,2018,Region 1,First Round,7,2018 Nevada,10,2018 Texas,87,83,4,170,1
20181108a,a,1108,2018,Region 1,First Round,2,2018 Cincinnati,15,2018 Georgia St.,68,53,15,121,1
20181201a,a,1201,2018,Region 4,First Round,1,2018 Xavier,16,2018 Texas Southern,102,83,19,185,1
20181202a,a,1202,2018,Region 4,First Round,8,2018 Missouri,9,2018 Florida St.,54,67,-13,121,0
20181203a,a,1203,2018,Region 4,First Round,5,2018 Ohio St.,12,2018 South Dakota St.,81,73,8,154,1
20181204a,a,1204,2018,Region 4,First Round,4,2018 Gonzaga,13,2018 UNC Greensboro,68,64,4,132,1
20181205a,a,1205,2018,Region 4,First Round,6,2018 Houston,11,2018 San Diego St.,67,65,2,132,1
20181206a,a,1206,2018,Region 4,First Round,3,2018 Michigan,14,2018 Montana,61,47,14,108,1
20181207a,a,1207,2018,Region 4,First Round,7,2018 Texas A&M,10,2018 Providence,73,69,4,142,1
20181208a,a,1208,2018,Region 4,First Round,2,2018 North Carolina,15,2018 Lipscomb,84,66,18,150,1
20181301a,a,1301,2018,Region 2,First Round,1,2018 Villanova,16,2018 Radford,87,61,26,148,1
20181302a,a,1302,2018,Region 2,First Round,8,2018 Virginia Tech,9,2018 Alabama,83,86,-3,169,0
20181303a,a,1303,2018,Region 2,First Round,5,2018 West Virginia,12,2018 Murray St.,85,68,17,153,1
20181304a,a,1304,2018,Region 2,First Round,4,2018 Wichita St.,13,2018 Marshall,75,81,-6,156,0
20181305a,a,1305,2018,Region 2,First Round,6,2018 Florida,11,2018 St. Bonaventure,77,62,15,139,1
20181306a,a,1306,2018,Region 2,First Round,3,2018 Texas Tech,14,2018 Stephen F. Austin,70,60,10,130,1
20181307a,a,1307,2018,Region 2,First Round,7,2018 Arkansas,10,2018 Butler,62,79,-17,141,0
20181308a,a,1308,2018,Region 2,First Round,2,2018 Purdue,15,2018 Cal St. Fullerton,74,48,26,122,1
20181401a,a,1401,2018,Region 3,First Round,1,2018 Kansas,16,2018 Penn,76,60,16,136,1
20181402a,a,1402,2018,Region 3,First Round,8,2018 Seton Hall,9,2018 NC St.,94,83,11,177,1
20181403a,a,1403,2018,Region 3,First Round,5,2018 Clemson,12,2018 New Mexico St.,79,68,11,147,1
20181404a,a,1404,2018,Region 3,First Round,4,2018 Auburn,13,2018 Charleston,62,58,4,120,1
20181405a,a,1405,2018,Region 3,First Round,6,2018 TCU,11,2018 Syracuse,52,57,-5,109,0
20181406a,a,1406,2018,Region 3,First Round,3,2018 Michigan St.,14,2018 Bucknell,82,78,4,160,1
20181407a,a,1407,2018,Region 3,First Round,7,2018 Rhode Island,10,2018 Oklahoma,83,78,5,161,1
20181408a,a,1408,2018,Region 3,First Round,2,2018 Duke,15,2018 Iona,89,67,22,156,1
20182109a,a,2109,2018,Region 1,Second Round,16,2018 UMBC,9,2018 Kansas St.,43,50,-7,93,0
20182110a,a,2110,2018,Region 1,Second Round,5,2018 Kentucky,13,2018 Buffalo,95,75,20,170,1
20182111a,a,2111,2018,Region 1,Second Round,11,2018 Loyola Chicago,3,2018 Tennessee,63,62,1,125,1
20182112a,a,2112,2018,Region 1,Second Round,7,2018 Nevada,2,2018 Cincinnati,75,73,2,148,1
20182209a,a,2209,2018,Region 4,Second Round,1,2018 Xavier,9,2018 Florida St.,70,75,-5,145,0
20182210a,a,2210,2018,Region 4,Second Round,5,2018 Ohio St.,4,2018 Gonzaga,84,90,-6,174,0
20182211a,a,2211,2018,Region 4,Second Round,6,2018 Houston,3,2018 Michigan,63,64,-1,127,0
20182212a,a,2212,2018,Region 4,Second Round,7,2018 Texas A&M,2,2018 North Carolina,86,65,21,151,1
20182309a,a,2309,2018,Region 2,Second Round,1,2018 Villanova,9,2018 Alabama,81,58,23,139,1
20182310a,a,2310,2018,Region 2,Second Round,5,2018 West Virginia,13,2018 Marshall,94,71,23,165,1
20182311a,a,2311,2018,Region 2,Second Round,6,2018 Florida,3,2018 Texas Tech,66,69,-3,135,0
20182312a,a,2312,2018,Region 2,Second Round,10,2018 Butler,2,2018 Purdue,73,76,-3,149,0
20182409a,a,2409,2018,Region 3,Second Round,1,2018 Kansas,8,2018 Seton Hall,83,79,4,162,1
20182410a,a,2410,2018,Region 3,Second Round,5,2018 Clemson,4,2018 Auburn,84,53,31,137,1
20182411a,a,2411,2018,Region 3,Second Round,11,2018 Syracuse,3,2018 Michigan St.,55,53,2,108,1
20182412a,a,2412,2018,Region 3,Second Round,7,2018 Rhode Island,2,2018 Duke,62,87,-25,149,0
20183113a,a,3113,2018,Region 1,Sweet 16,9,2018 Kansas St.,5,2018 Kentucky,61,58,3,119,1
20183113a,a,3113,2018,Region 1,Sweet 16,11,2018 Loyola Chicago,7,2018 Nevada,69,68,1,137,1
20183213a,a,3213,2018,Region 4,Sweet 16,9,2018 Florida St.,4,2018 Gonzaga,75,60,15,135,1
20183214a,a,3214,2018,Region 4,Sweet 16,3,2018 Michigan,7,2018 Texas A&M,99,72,27,171,1
20183313a,a,3313,2018,Region 2,Sweet 16,1,2018 Villanova,5,2018 West Virginia,90,78,12,168,1
20183314a,a,3314,2018,Region 2,Sweet 16,3,2018 Texas Tech,2,2018 Purdue,78,65,13,143,1
20183413a,a,3413,2018,Region 3,Sweet 16,1,2018 Kansas,5,2018 Clemson,80,76,4,156,1
20183414a,a,3414,2018,Region 3,Sweet 16,11,2018 Syracuse,2,2018 Duke,65,69,-4,134,0
20184115a,a,4115,2018,Region 1,Elite Eight,9,2018 Kansas St.,11,2018 Loyola Chicago,62,78,-16,140,0
20184215a,a,4215,2018,Region 4,Elite Eight,9,2018 Florida St.,3,2018 Michigan,54,58,-4,112,0
20184315a,a,4315,2018,Region 2,Elite Eight,1,2018 Villanova,3,2018 Texas Tech,71,59,12,130,1
20184415a,a,4415,2018,Region 3,Elite Eight,1,2018 Kansas,2,2018 Duke,85,81,4,166,1
20185516a,a,5516,2018,Final Four,Final Four,11,2018 Loyola Chicago,3,2018 Michigan,57,69,-12,126,0
20185517a,a,5517,2018,Final Four,Final Four,1,2018 Villanova,1,2018 Kansas,95,79,16,174,1
20185618a,a,5618,2018,Final Four,Championship,3,2018 Michigan,1,2018 Villanova,62,79,-17,141,0
20191101a,a,1101,2019,Region 1,First Round,1,2019 Duke,16,2019 North Dakota St.,85,62,23,147,1
