team_id,5man_prpg!,5man_dprpg,5man_bpm,5man_obpm,5man_dbpm
2016 Stony Brook,11.4,17.2,13.4,6.3,5.9
2016 Syracuse,14.6,20.3,22,12.2,9.3
2016 Temple,9.1,16.1,10.9,2.7,9
2016 Texas,10.4,13.9,18.7,7.7,11.5
2016 Texas A&M,13.1,18.2,26.1,13.5,14.4
2016 Texas Tech,12,13.7,19,10.6,9
2016 Tulsa,11.8,15,15.7,11.2,7.8
2016 UNC Asheville,8,16.4,7,0.6,3.9
2016 UNC Wilmington,9.6,13,10.6,7.4,3.3
2016 USC,13.7,15.3,18.2,13.2,6.8
2016 Utah,16.4,16,24.2,18.2,7
2016 Vanderbilt,14.8,18.4,31.3,16.8,14.6
2016 VCU,11,16.3,22.1,12.4,7
2016 Villanova,17.1,19.2,37.3,23.4,17.5
2016 Virginia,17.3,18.4,36.9,22.1,12.3
2016 Weber St.,7.5,13.6,4.2,0.4,-0.1
2016 West Virginia,9.4,16.2,24.3,9,13.5
2016 Wichita St.,11,16.2,30.8,12.5,16.9
2016 Wisconsin,14.7,18.6,21.3,10.3,13.1
2016 Xavier,12.8,15.7,23.7,14,13.7
2016 Yale,10.5,17,20.5,8.8,13.5
2017 Arizona,17.9,18.5,30.9,21.9,16
2017 Arkansas,12.1,12,15.5,12.2,1.4
2017 Baylor,14,18,30,15.9,17.4
2017 Bucknell,11,15,17.5,9.2,11.2
2017 Butler,12.9,14.8,25.1,14.3,12.7
2017 Cincinnati,15.1,19.6,31,17,16.1
2017 Creighton,12.3,15.1,22.5,11.9,12.6
2017 Dayton,14.6,17.3,27.9,15.9,11.2
2017 Duke,19.3,19.9,32.7,21.4,12.9
2017 East Tennessee St.,9.7,15,15.4,7.4,7.8
2017 Florida,12.2,17,31,14.1,17.7
2017 Florida Gulf Coast,12,12.7,13.1,11.7,2.6
2017 Florida St.,12.9,15.1,27.9,15.4,14.4
2017 Gonzaga,14.5,20.3,37.4,18.8,18.3
2017 Iona,10.1,10.2,7.6,9.1,0.8
2017 Iowa St.,17.5,18,28.1,18.5,8.4
2017 Jacksonville St.,8.8,12.6,2.6,3.1,-0.9
2017 Kansas,19.3,19,33.5,22.4,12.9
2017 Kansas St.,13.6,18.5,21.5,11.5,11.9
2017 Kent St.,10.7,12.5,9.4,8.6,-0.8
2017 Kentucky,17.4,19.1,35.1,20.7,14.3
2017 Louisville,15.1,18.6,30.4,18.2,13.3
2017 Marquette,15.2,9.7,29,27.3,4.8
2017 Maryland,14.9,16.6,24.6,16.2,14.5
2017 Miami FL,12.1,20.4,22.7,9.3,10.1
2017 Michigan,18.8,17.3,29.3,22.1,10.3
2017 Michigan St.,9.6,14.3,24.4,12.9,14.1
2017 Middle Tennessee,12.8,17,23.5,13.3,13.1
2017 Minnesota,11.9,19,21.1,7.4,12.4
2017 Mount St. Mary's,6.7,14.1,2.3,0.3,2.9
2017 Nevada,15.6,16.9,18.8,14.2,7.1
2017 New Mexico St.,11.3,12.3,12.2,8.9,7.5
2017 New Orleans,5.4,14.1,0.7,-3.3,0.1
2017 North Carolina,18.2,17.7,37.4,23.8,14.3
2017 North Carolina Central,8.8,15.1,5.3,2,2.4
2017 North Dakota,8.5,14.1,5.5,3.4,2.4
2017 Northern Kentucky,11.4,11.8,8.2,8.6,2
2017 Northwestern,14.2,19,19.9,10.6,7.2
2017 Notre Dame,18.1,18,27.8,19.2,11.7
2017 Oklahoma St.,19.9,13.1,29.4,27.2,3.8
2017 Oregon,15.5,18.6,31.7,19.2,16.8
2017 Princeton,11.9,16.6,18.4,9.9,10
2017 Providence,11.8,17.9,17.4,7.9,9.6
2017 Purdue,16.6,18.7,32.8,19.2,17
2017 Rhode Island,11.3,16.1,20.2,11.9,9.4
2017 Saint Mary's,17.3,19.2,30.9,17.9,9.9
2017 Seton Hall,11.9,16.8,16.6,8.4,5.6
2017 SMU,22,21.2,37,24.4,19.8
2017 South Carolina,11.8,20.1,30.3,11.6,14.6
2017 South Dakota St.,9.9,7.9,-3.5,3,-4.4
2017 Texas Southern,7.9,10.2,-1.7,0.8,-2.1
2017 Troy,10.7,10.2,7.2,10.1,1
2017 UC Davis,5.4,13.5,2.2,-2.8,4.2
2017 UCLA,20.6,16.9,30.1,24.8,9.6
2017 UNC Wilmington,16.7,13.3,20.5,20.6,4.5
2017 USC,15,15.8,21.4,16.2,11.9
2017 Vanderbilt,13.3,16.3,22.4,11.6,10.3
2017 VCU,9.9,15.6,21,8.8,10.8
2017 Vermont,11.6,14.6,16.4,10.7,5.9
2017 Villanova,19,18.9,30.2,19.4,11.9
2017 Virginia,10.1,17.5,25.4,8.3,15.9
2017 Virginia Tech,14.5,13.9,21.7,19.8,5.4
2017 Wake Forest,18.3,13,27.4,26.5,3.2
2017 West Virginia,13.1,18.5,32.9,15.7,18
2017 Wichita St.,13.9,15.5,34.6,20.8,15.5
2017 Winthrop,9.3,11.6,9,7,-0.8
2017 Wisconsin,14.9,19.5,32,16.9,17
2017 Xavier,10.8,14.5,16.7,9.7,5.5
2018 Alabama,10.3,16.4,20.6,7.8,10.7
2018 Arizona,20.2,16.6,26.7,21.1,8.1
2018 Arizona St.,15,15,15.9,13.3,0.5
2018 Arkansas,19,14.4,27,24,9.3
2018 Auburn,14.2,14.9,22.9,14,10.9
2018 Bucknell,11.6,13.3,12.5,8.8,7.8
2018 Buffalo,16.5,13.1,20,18.2,6.3
2018 Butler,14,16.4,22.6,13,14.8
2018 Cal St. Fullerton,9.6,12.8,5.5,3.2,3.2
2018 Charleston,15.5,14.6,15.2,13.9,5.5
2018 Cincinnati,14.4,20,35.9,16.5,20.9
2018 Clemson,13.4,18.7,24.8,10.7,11.4
2018 Creighton,13.6,14.4,22.3,14.5,7.1
2018 Davidson,17.4,14.2,20,16,10.9
2018 Duke,21.9,20,35.7,23.9,18.5
2018 Florida,14.4,16.9,26.9,15.1,15.3
2018 Florida St.,11.7,12.6,22.4,15.7,10.4
2018 Georgia St.,12.4,15.7,12.9,8.1,4.9
2018 Gonzaga,15.9,17.7,29.5,17.6,14.6
2018 Houston,12.4,15.5,19.6,8.4,10.2
2018 Iona,10.7,10.4,3.7,6,1.2
2018 Kansas,20.8,18.9,32.3,23.3,12.1
2018 Kansas St.,10,16.1,14.7,4.2,10.4
2018 Kentucky,14.2,16.7,24.3,14.4,12
2018 Lipscomb,7.8,13.7,6.5,1.8,7.8
2018 LIU,8.4,10.1,-7,-1,-5.3
2018 Loyola Chicago,13.1,17.6,22.4,11.8,11.3
2018 Marshall,13.3,14.5,13,9.2,3.5
2018 Miami FL,10.5,15.3,15.8,7.7,6.6
2018 Michigan,14.7,19.5,28.7,13.5,15.2
2018 Michigan St.,17.8,17.1,35.3,22.8,15.5
2018 Missouri,11.9,15.3,14.1,4.7,4
2018 Montana,11.5,16.3,17.1,9.1,5.4
2018 Murray St.,13.8,15.2,17.5,11.3,1.8
2018 NC St.,14.9,15,19.9,15.9,7.3
2018 Nevada,18.3,15.2,21.2,19.6,6.8
2018 New Mexico St.,9.9,16.2,17,6.4,9.8
2018 North Carolina,20.3,18.2,32.7,23.2,13.9
2018 North Carolina Central,3.7,6.5,-16.1,-8.1,-9.5
2018 Ohio St.,17.2,17.5,32.3,21.2,15.7
2018 Oklahoma,14.6,13.5,17.9,12.4,5.6
2018 Penn,7.8,13.9,7.7,2,6.9
2018 Providence,12.2,17,17.8,9.7,8.9
2018 Purdue,21.2,18.3,36.9,27.2,14.3
2018 Radford,7.2,11.8,0.4,-2.7,3
2018 Rhode Island,11.5,16.3,17.1,9.8,8.6
2018 San Diego St.,12.3,16.8,22.5,11.2,12.7
2018 Seton Hall,13,14.1,18.1,12.5,5.5
2018 South Dakota St.,15,13.8,17,13,5.2
2018 St. Bonaventure,12,15.4,10.7,5.5,4.5
2018 Stephen F. Austin,7.8,13.7,11.2,5.2,4.5
2018 Syracuse,12.6,22,18.2,4.4,13.7
2018 TCU,17.3,15.1,26.2,20.7,8.2
2018 Tennessee,14,17.2,27.2,14.7,14
2018 Texas,9,16.1,13,2.9,7.5
2018 Texas A&M,13.2,18.5,24.6,12.3,11
2018 Texas Southern,11.4,9.7,-2.5,5.1,-5.2
2018 Texas Tech,14.7,17.5,34.4,17.9,16.2
2018 UCLA,15.4,14.4,17,12.7,2.4
2018 UMBC,9.4,13.3,5.1,2.1,2.2
2018 UNC Greensboro,7.3,16.2,10.6,2.6,3.3
2018 Villanova,22.6,18.2,40.6,28.7,12.9
2018 Virginia,14,22,32.4,12,16.2
2018 Virginia Tech,13,13.7,19.6,11.5,9.3
2018 West Virginia,15.9,18,30.3,17.6,14.5
2018 Wichita St.,14.9,12.9,27.8,21.2,8.1
2018 Wright St.,7.5,16.7,6.6,-1.6,4.3
2018 Xavier,15.7,14.6,29.3,22.1,8.1
2019 Abilene Christian,7.3,12.8,4.2,0.3,4.9
2019 Arizona St.,11.4,16.5,13.8,8.1,5.4
2019 Auburn,13.9,14,25.3,17.3,5.6
2019 Baylor,11.8,15.8,13.2,9.8,3.2
2019 Belmont,14.3,14.7,20.8,14.9,12.7
2019 Bradley,7.2,13,5.2,1.3,2.6
2019 Buffalo,12.8,15.9,27.3,16.5,11.8
2019 Cincinnati,14.8,17.1,25.8,14.3,11.4
2019 Colgate,12,12.4,5.2,7.3,-2.5
2019 Duke,18.5,21.6,41.4,22.3,13.9
2019 Fairleigh Dickinson,12,10,-0.9,5.4,-5.1
2019 Florida,11.5,17.7,24.5,10.1,13.8
2019 Florida St.,9,15.2,23.1,6.8,11.4
2019 Gardner Webb,10.5,10.9,3.5,8.1,-1
2019 Georgia St.,11.1,14.5,7.8,4.2,0.3
2019 Gonzaga,21,20.5,43.5,28.4,18.8
2019 Houston,13.5,16.7,24.5,12.3,8.9
2019 Iona,12.6,10.2,0.6,6.9,-0.8
2019 Iowa,15,13.2,17.2,16.5,2.5
2019 Iowa St.,17.7,18.2,26.7,18,8.4
2019 Kansas,12.4,16.7,22,11.7,14.4
2019 Kansas St.,9.6,21.3,21.9,4.4,16.2
2019 Kentucky,17.3,19.8,33.6,19.3,17
2019 Liberty,11.6,14.4,16.8,11.7,6.4
2019 Louisville,11.3,16.9,23.5,10.7,15.2
2019 LSU,14.9,15.5,25.3,16.3,11.2
2019 Marquette,15.1,17.3,21.6,12.6,9.1
2019 Maryland,15.4,18,24.6,13.7,12.9
2019 Michigan,16.3,23.5,34.2,15.3,20.8
2019 Michigan St.,17.6,18.6,37.7,21.3,16.4
2019 Minnesota,14,17.3,19.7,12.1,10.3
2019 Mississippi,14.7,16,20.8,14.8,6.6
2019 Mississippi St.,14.6,15.4,20.8,13.7,8.9
2019 Montana,8.5,13.1,3.5,2,3.1
2019 Murray St.,15.3,16,21.2,15.2,6.8
2019 Nevada,16.4,19.7,26,16.5,11.5
2019 New Mexico St.,9.7,10.9,18.9,13.4,4.6
2019 North Carolina,17.5,18.8,34,21.3,12
2019 North Carolina Central,4.6,9.9,-8.1,-4.2,-4
2019 North Dakota St.,8.9,9,-1.8,3.8,-6.1
2019 Northeastern,14,14.1,14.6,12,4.4
2019 Northern Kentucky,13.1,14,16.4,13.4,4.9
2019 Ohio St.,9.5,15.8,17.8,6.6,10.2
2019 Oklahoma,11.5,17.2,24.9,12.7,11.7
2019 Old Dominion,6.3,15.8,2.2,-6.5,4.1
2019 Oregon,10,17.3,17,5.1,12.9
2019 Prairie View A&M,5.7,10.7,-4.2,-3.4,0
2019 Purdue,19.9,16.5,34.6,23.5,13.3
2019 Saint Louis,7.9,18.9,7.7,-0.4,3.5
2019 Saint Mary's,16.3,16.5,24.1,15.6,12.4
2019 Seton Hall,12.5,16.8,16.2,9.6,7.6
2019 St. John's,14.1,16.8,14,9.7,6.7
2019 Syracuse,11.7,17.1,15.3,8.7,2.2
2019 Temple,12.4,16.3,14,8.4,5
2019 Tennessee,20.5,18.2,32.2,24,11.7
2019 Texas Tech,14.8,21.7,35.7,15,23.9
2019 UC Irvine,9.5,12.5,16.3,8.8,6.1
2019 UCF,13.1,17.6,21.4,10.8,7.4
2019 Utah St.,12.3,15.4,18,10.9,8.4
2019 VCU,9.1,18.1,25.3,8.4,11.9
2019 Vermont,11.2,13.5,18.5,9.8,3.5
2019 Villanova,16.8,16.3,21.4,16,7.5
2019 Virginia,18.7,20.6,37.9,22.1,20.2
2019 Virginia Tech,16.3,19.3,27.7,15.4,14.7
2019 Washington,9.9,18.5,16.6,2.4,5.3
2019 Wisconsin,13.4,20.6,28.2,9.6,15.7
2019 Wofford,17.7,14.7,30.1,22.9,7
2019 Yale,12.5,13.6,15,11.2,7
2020 Akron,14.1,16.1,17.2,11.6,7
2020 Arizona,13.4,18.2,23.6,11.8,10.2
2020 Arizona St.,8.3,14.8,11.2,3.2,5.3
2020 Auburn,14.4,16.3,23.4,15.1,9
2020 Baylor,15.9,21.2,34.6,16.7,14.3
2020 Belmont,11.4,14.5,16,9.8,8.6
2020 Boston University,9.7,12,8.1,7.6,5.9
2020 Bradley,11.4,14.6,9.4,6.2,5.9
2020 Butler,16,18.5,23.8,13,10.1
2020 BYU,17.6,16.4,27.4,19.8,12
2020 Cincinnati,12.8,17.4,20.9,10.4,10.4
2020 Colorado,14,17.9,22.1,11.1,11.1
2020 Creighton,18.7,16.9,28.3,20.7,9.5
2020 Dayton,17.5,18.3,32.9,20.8,12.1
2020 Duke,14.3,17.7,26.5,14.6,9.4
2020 East Tennessee St.,11.7,15.2,15.9,9,5.6
2020 Eastern Washington,10.6,14,6,4.4,1.5
2020 Florida,16.5,17.6,26.4,17,11.5
2020 Florida St.,13,16,26.1,14.1,11.3
2020 Gonzaga,18.9,17.7,35.6,25.3,14.7
2020 Hofstra,15.2,14.8,11,10.4,1.8
2020 Houston,12.2,15.2,25.1,12,13
2020 Illinois,12.5,16.9,21.4,9.5,7
2020 Indiana,11.9,15.8,18.1,7.8,12.6
2020 Iowa,13.3,13.2,19.9,14,3.7
2020 Kansas,17.2,21.9,35.1,17.5,17
2020 Kentucky,16.1,18.7,22.6,12.7,7.9
2020 Liberty,10.6,17.8,15.5,8.2,9
2020 Little Rock,10.9,13.7,8,7.6,2.4
2020 Louisville,16.1,15.7,35.2,23.2,16
2020 LSU,17.1,14.5,17.5,15.5,5.6
2020 Marquette,14.8,15.8,21.3,13.9,8
2020 Maryland,15.3,18.1,24.2,13.8,10.2
2020 Michigan,14.9,19.6,24.7,12.9,11.1
2020 Michigan St.,15.3,17.9,28.1,14.5,11.1
2020 New Mexico St.,12.7,13.4,19.6,16.8,7
2020 North Carolina Central,4.2,9.5,-9.8,-7.8,-4.9
2020 North Carolina St.,13.5,16.5,16.3,10.9,5.9
2020 North Dakota St.,12,12.9,9.6,8.3,0
2020 North Texas,13.6,13.1,15.1,12.2,0.7
2020 Northern Kentucky,9.7,15.7,8.6,3.7,4.1
2020 Ohio St.,14,17.9,25.8,13.7,13.8
2020 Oklahoma,12.2,18.5,18.4,9.5,11.5
2020 Oregon,17.4,14.4,26.3,19.4,6.1
2020 Penn St.,9.2,14.3,19.5,7.3,12.4
2020 Prairie View A&M,6.9,10.7,0.5,0,3.1
2020 Providence,11.1,16.4,21.5,10.9,11.2
2020 Richmond,15.3,17.4,23.8,14.8,7.8
2020 Robert Morris,8.6,11.7,2.7,2.7,2.4
2020 Rutgers,9.8,15.5,20.7,7.4,14.5
2020 Saint Mary's,15.6,15,17.3,13,3.5
2020 San Diego St.,16.1,19.4,29.5,17.5,12.4
2020 Seton Hall,14.3,17.1,25.2,14.8,14.1
2020 Siena,12.5,11.7,8.1,9.9,0
2020 Stephen F. Austin,9.4,14.8,16.9,7.1,12.7
2020 Texas,7.8,14.7,11,-0.6,3.9
2020 Texas Tech,12,18.2,21.3,8.6,9.4
2020 UC Irvine,9.6,12.4,10.1,6.9,7
2020 UCLA,10.5,12.7,14.2,8.6,8.1
2020 USC,10.8,17.6,19.2,6.5,13.9
2020 Utah St.,13.8,18.5,24.9,12.2,14.2
2020 Vermont,10,14.5,13.9,5.6,9.8
2020 Villanova,17.7,19.5,25.8,15.6,14.5
2020 Virginia,9.8,24,24,4.2,17.9
2020 West Virginia,10.8,15,29.4,13.7,14.6
2020 Winthrop,7.3,11.6,4,3,0.2
2020 Wisconsin,13,17.7,21.7,10.1,12.4
2020 Yale,11.9,16.7,17,8.7,7
2021 Abilene Christian,6.5,16,12.9,2,10.7
2021 Alabama,12.6,17,34.2,14.8,17.8
2021 Appalachian St.,8.1,11.9,-0.5,-0.8,0.2
2021 Arkansas,14.2,17.7,22.6,11.1,14.5
2021 Baylor,18.8,16.8,34.4,22.4,11.2
2021 BYU,12.8,14.7,21.6,12.1,8.8
2021 Clemson,10.3,15,23,9.6,14.6
2021 Cleveland St.,7.1,11.9,0.9,-0.1,3
2021 Colgate,12.3,13.8,12.8,9.3,2.2
2021 Colorado,14.4,16,24.7,12.3,12.7
2021 Connecticut,15.6,16.8,28.8,16.9,9.6
2021 Creighton,16.2,17.8,25.7,15.6,11.1
2021 Drake,13.2,13.4,16.9,12.7,6.2
2021 Drexel,11.9,10.4,5.7,8.7,-2.5
2021 Eastern Washington,11.9,11.9,13.5,9.8,4.2
2021 Florida,14.1,15.7,19.2,12.4,5.1
2021 Florida St.,15.2,15.2,32,19,13
2021 Georgetown,10.1,16.3,15.1,5.5,8.6
2021 Georgia Tech,13.1,15.8,17,9.7,5.5
2021 Gonzaga,23.4,19.1,44.3,31,20.4
2021 Grand Canyon,10.7,15.8,13.7,6.4,9.3
2021 Hartford,6.7,14.6,2.2,-2.4,3.9
2021 Houston,18.7,18.1,36.8,23.3,12.4
2021 Illinois,16.5,17.7,31.8,19.1,13.3
2021 Iona,9.5,14.6,9.5,4.1,3.7
2021 Iowa,19.1,13.9,30.2,24.6,10.8
2021 Kansas,12.5,17.2,18.1,6.9,10.5
2021 Liberty,13.4,12.9,17.6,14.3,4.4
2021 Loyola Chicago,13,18.5,28.4,12.3,14.4
2021 LSU,20.6,13.8,23.5,23.7,5.4
2021 Maryland,16.5,17.4,25.4,15.6,12.1
2021 Michigan,16.1,17.7,30.8,15,14.7
2021 Michigan St.,8.5,12.6,16.9,5.9,11.3
2021 Missouri,12.9,15.4,17.6,10.8,7.4
2021 Morehead St.,8.7,15.3,6.9,2.1,2
2021 Mount St. Mary's,6.7,14.6,-2.4,-4.5,-2.3
2021 Norfolk St.,6.5,10.7,0.1,-0.5,1.6
2021 North Carolina,10.2,15.6,20.3,9.6,9.4
2021 North Texas,13,16.3,14.3,8.2,5.8
2021 Ohio,14.5,14.1,17.1,14.9,2.5
2021 Ohio St.,16.6,13.3,23.9,19.4,6.5
2021 Oklahoma,12.8,14.7,21.1,12.4,7.3
2021 Oklahoma St.,11.8,17.8,18.1,7.3,10.6
2021 Oral Roberts,12.9,11.8,7.6,8.2,-3.5
2021 Oregon,19.9,18.4,26.4,20.2,8.1
2021 Oregon St.,13.9,14.1,20.3,13.2,7.4
2021 Purdue,14,15.3,22.4,14.4,8.1
2021 Rutgers,13.3,17.9,22.7,10.2,15
2021 San Diego St.,13.9,16.9,28.1,15.7,14
2021 St. Bonaventure,17.5,21.6,24.3,12.5,13.6
2021 Syracuse,17.3,17.1,18.5,13.9,7.4
2021 Tennessee,11.4,18.7,24.9,8.6,14.1
2021 Texas,14.4,17.3,20.8,11.8,6.3
2021 Texas Southern,5.6,11.4,-1,-1.8,-0.6
2021 Texas Tech,15.4,19,29.7,16.4,11.1
2021 UC Santa Barbara,12.5,14.4,19.4,11.7,8.9
2021 UCLA,17.5,16.6,22.9,15.4,9.1
2021 UNC Greensboro,8.8,14,7.5,2.9,4.3
2021 USC,17.2,18.9,33.9,18.6,15.9
2021 Utah St.,11.5,19.7,23.3,7.6,16.3
2021 VCU,10.2,16.7,20.1,6,9.8
2021 Villanova,17.6,15.4,23.9,18.4,8.3
2021 Virginia,17.4,18,29,17.7,17.2
2021 Virginia Tech,12.6,16.7,18.7,8.9,7.7
2021 West Virginia,16,14.1,23,18.4,8.3
2021 Wichita St.,11.8,14.7,13.6,7.9,6.3
2021 Winthrop,6.8,12.2,9.4,2.9,4.2
2021 Wisconsin,13.9,17,28,15.8,12
2022 Akron,12.1,12.4,5.4,7.3,3.2
2022 Alabama,15,13.3,15.9,15.1,5.2
2022 Arizona,16.1,17.1,28.1,19.3,16
2022 Arkansas,13.5,19,20.9,9.8,13.8
2022 Auburn,11.5,17.4,15.7,9.4,19.7
2022 Baylor,15.6,17.6,29,16.8,12.6
2022 Boise St.,13.5,18.7,21.9,7.8,12
2022 Bryant,11.5,11.5,5.7,7.8,1.5
2022 Cal St. Fullerton,7.7,12,4.6,0.2,5.5
2022 Chattanooga,14,14.7,19.1,12.2,4.8
2022 Colgate,13.3,12.4,7.2,9.3,2.6
2022 Colorado St.,16.2,13.6,20.5,15.7,10.9
2022 Connecticut,15.8,18.3,25.5,14.4,9.5
2022 Creighton,12.3,18,13.6,8.2,13.4
2022 Davidson,20.3,14,20.8,23.8,3.2
2022 Delaware,10.9,11.3,8.1,6.9,4.6
2022 Duke,18.8,16.7,26.2,25.5,13
2022 Georgia St.,9.9,13.8,13.2,3.9,6.7
2022 Gonzaga,19.7,19.5,32.1,26,19.1
